#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#designation, ZooniverseID, SciTeamFollowUp, SciTeamComment, goodFraction, classifiers, good, multi, oval, empty, extended, shift, state, twentyBad, twentyGood, twentyShift, majBad, majGood, majShift, pluralBad, pluralGood, pluralShift, avgBad, avgGood, avgShift, RA, Dec, glon, glat, w1mpro, w1sigmpro, w2mpro, w2sigmpro, w3mpro, w3sigmpro, w4mpro, w4sigmpro, j_m_2mass, j_msig_2mass, h_m_2mass, h_msig_2mass, k_m_2mass, k_msig_2mass, j_h, h_k, A_Vmag, A_B_V, A_Bmag, A_gMag, A_rMag, A_iMag, A_Verr, A_B_Verr, A_Berr, A_gErr, A_rErr, A_iErr, A_objid, A_dstArcSec, A_contamination, G_source_id, G_parallax, G_parallax_error, G_parallax_over_error, G_pmra, G_pmra_error, G_pmdec, G_pmdec_error, G_astrometric_n_good_obs_al, G_astrometric_chi2_al, G_visibility_periods_used, G_phot_g_mean_flux_over_error, G_phot_g_mean_mag, G_phot_bp_mean_flux_over_error, G_phot_bp_mean_mag, G_phot_rp_mean_flux_over_error, G_phot_rp_mean_mag, G_phot_bp_rp_excess_factor, G_radial_velocity, G_radial_velocity_error, G_objid, G_dstArcSec, G_contamination, P_objid, P_gMeanPSFMag, P_gMeanPSFMagErr, P_iMeanPSFMag, P_iMeanPSFMagErr, P_rMeanPSFMag, P_rMeanPSFMagErr, P_yMeanPSFMag, P_yMeanPSFMagErr, P_zMeanPSFMag, P_zMeanPSFMagErr, P_nDetections, P_dstArcSec, P_contamination, T_id, T_pmRA, T_e_pmRA, T_pmDEC, T_e_pmDEC, T_PMflag, T_plx, T_e_plx, T_PARflag, T_dstArcSec, T_contamination, fileNPath, objid, ZooniverseURL
#@string, string, string, string, float, int, int, int, int, int, int, int, string, float, float, float, float, float, float, float, float, float, float, float, float, ra, dec, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, int, float, int, float, float, float, float, float, float, float, float, float, string, float, int, string, float, float, float, float, float, float, float, float, float, float, int, float, int, string, float, float, float, float, string, float, float, string, float, int, string, int, string
designation,ZooniverseID,SciTeamFollowUp,SciTeamComment,goodFraction,classifiers,good,multi,oval,empty,extended,shift,state,twentyBad,twentyGood,twentyShift,majBad,majGood,majShift,pluralBad,pluralGood,pluralShift,avgBad,avgGood,avgShift,ra,dec,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_parallax,G_parallax_error,G_parallax_over_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_objid,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,fileNPath,objid,ZooniverseURL
J170748.46-203606.8,AWI0005810,,,NaN,9,7,0,1,0,0,1,active,1.7903,95.7416,2.4681,12.4502,87.449,0.1008,10.5009,89.4316,0.0675,8.247133,90.87407,0.8788,256.9519263,-20.6018982,2.245877,11.7439834,8.215,0.024,8.171,0.02,6.858,0.016,5.929,0.051,9.435,0.025,8.551,0.04,8.241,0.02,0.884,0.310000000000001,13.287,1.868,15.156,14.224,12.628,11.604,0.163,0.201,0.118,0.124,0.209,0.304,11618089,0.619619575848842,0,4127756350790790912,0.171076618852169,0.0541054320348473,3.161912,-7.64518189937787,0.0978627595390185,-7.29288260856132,0.0642955815919802,167,505.5211,11,136.9111,12.40626,25.75399,13.80301,72.53066,11.25024,1.438003,-256.016171965345,0.925411634953403,4127756350790790912,0.0790055963441422,5,83272569520458142,14.6835,0.027128,11.935,-999,12.857,-999,10.963,-999,11.286,-999,45,0.0731544714338794,29,100456504,-3.6,2.1,-4.4,2.1,ucac4,NaN,NaN,,0.195510078164759,0,WZ_advanced_seds_N10_15/281487.png,281487,https://talk.diskdetective.org/#/subjects/AWI0005810
J162530.69-321749.1,AWI00057id,,,NaN,0,0,0,0,0,0,0,inactive,1.0659,97.5726,1.3615,14.7065,85.1642,0.1293,12.4706,87.3695,0.1599,9.414333,90.03543,0.5502333,246.3779152,-32.2969806,346.8955658,11.7507716,6.173,0.044,6.222,0.022,6.071,0.013,5.835,0.043,7.567,0.029,6.64,0.051,6.26,0.016,0.927,0.38,12.45,1.909,14.358,13.337,11.687,10.277,0.055,0.078,0.055,0.037,0.037,0.08,16683634,0.161887929132333,0,6025152441224543104,0.58008400210374,0.0800597048075948,7.245643,-1.45552672274574,0.185907535143508,-9.46209523812025,0.124668203293365,155,827.5211,10,464.477,10.88525,94.78564,12.64746,177.5869,9.646853,1.477505,85.9556996754516,0.719698400717596,6025152441224543104,0.0716895285421176,8,69242463750236475,19.3855,0.011579,-999,-999,-999,-999,-999,-999,-999,-999,4,11.2416026274684,3,211026682,1.6,1.1,-5.7,1.2,ucac4,NaN,NaN,,0.29849534411624,0,WZ_advanced_seds_N10_15/281752.png,281752,https://talk.diskdetective.org/#/subjects/AWI00057id
J033245.49+720842.6,AWI00055vr,,,NaN,0,0,0,0,0,0,0,inactive,0.3784,95.8359,3.7857,7.7388,91.8403,0.4208,3.9517,95.7354,0.313,4.022967,94.47054,1.5065,53.1895425,72.1451795,134.6855018,13.0618304,7.01,0.057,7.067,0.02,6.717,0.016,6.493,0.069,8.497,0.027,7.489,0.026,7.146,0.021,1.008,0.343,13.221,2.332,15.553,14.534,12.504,11.009,0.092,0.199,0.176,0.56,0.415,0.301,60008638,0.183225906525914,0,543600163680161664,0.240726351852205,0.0442841700963562,5.435946,0.0960242666300284,0.0512953776690811,-0.556006995493704,0.0645388593434591,273,1163.327,17,259.252,11.837,43.70133,13.61078,97.77975,10.57604,1.503951,-74.9006432948282,0.380159551995795,543600163680161664,0.0536420942646314,0,194570531891795052,14.4188,0.02896,11.286,-999,12.352,-999,10.147,-999,10.529,-999,70,0.123814855704731,40,137415412,-0.3,2.2,-2.3,2.4,ucac4,NaN,NaN,,0.0586969506225903,0,WZ_advanced_seds_N10_15/281881.png,281881,https://talk.diskdetective.org/#/subjects/AWI00055vr
J195739.61+614055.4,AWI0005by7,,,NaN,0,0,0,0,0,0,0,inactive,33.1674,63.3145,3.5181,25.7448,73.1115,1.1438,6.7235,92.0056,1.2709,21.87857,76.14387,1.9776,299.4150768,61.6820808,94.6503066,16.3270347,9.887,0.022,9.982,0.02,9.289,0.026,7.85,0.102,10.729,0.02,10.139,0.019,9.991,0.018,0.59,0.148,12.75,0.649,13.4,13.264,12.332,11.957,0.042,0.455,0.453,0,0.022,0.055,58693366,0.167803407421104,0,2238033073410883456,0.445631188112703,0.0223504238533947,19.93838,2.81687961308097,0.0400903503498609,5.49611983663819,0.0375083558146875,230,268.0355,16,3851.507,12.43789,1017.453,13.06159,2624.657,11.69879,1.254311,-53.1442986362577,0.926487307847817,2238033073410883456,0.0717896078095128,1,182012994150699203,13.2366,0.001,12.493,-999,13.038,-999,11.961,-999,12.13,-999,89,0.051436205069702,43,256513507,2.8,2.1,0.9,3.7,ucac4,NaN,NaN,,0.211684408552224,0,WZ_advanced_seds_N15_20/281908.png,281908,https://talk.diskdetective.org/#/subjects/AWI0005by7
J234609.18+725332.8,AWI0005adx,,,NaN,0,0,0,0,0,0,0,inactive,3.5949,95.5493,0.8558,5.8169,94.1343,0.0488,5.9639,93.9648,0.0713,5.125233,94.54947,0.3253,356.5382776,72.892446,118.1069507,10.6352356,6.329,0.088,6.293,0.025,5.806,0.015,5.301,0.028,7.912,0.027,6.916,0.034,6.541,0.02,0.996,0.375,13.536,2.018,15.553,14.454,12.658,10.685,0.189,0.379,0.328,0.15,0.147,0.11,60153931,0.152550149215535,0,2228087406621741952,0.310193209711641,0.0681809399668011,4.549559,-0.976845142507483,0.123944923229994,1.15689298825691,0.0960313924925738,280,3377.009,18,139.7856,11.49894,22.40649,13.75092,50.96463,10.15653,1.558978,-60.8667483024223,0.395081311363766,2228087406621741952,0.135416487272776,1,195473565382101552,14.1497,0.041827,10.906,-999,12.333,-999,9.548,-999,10.015,-999,53,0.120871152197972,51,417769608,-3.3,2.5,0.1,1.8,ucac4,NaN,NaN,,0.0930472769854731,0,WZ_advanced_seds_N10_15/282243.png,282243,https://talk.diskdetective.org/#/subjects/AWI0005adx
J200222.14+531932.9,AWI0005a1m,,,NaN,0,0,0,0,0,0,0,inactive,0.5863,97.4087,2.005,6.4366,93.5142,0.0491,3.2457,96.7184,0.0359,3.422867,95.88043,0.6966667,300.5922667,53.3258234,87.405077,11.7604408,7.177,0.037,7.308,0.019,6.97,0.016,6.657,0.06,8.712,0.023,7.73,0.034,7.418,0.02,0.981999999999999,0.312,13.699,1.995,15.694,14.472,12.986,11.732,0.109,0.158,0.115,0,0.029,0.799,56321741,0.0599616521191153,0,2089546875640111616,0.177881848983232,0.0401582625448997,4.429521,-4.32459236037502,0.0932063716885747,-3.92431843420089,0.0786875876613881,185,964.9631,16,161.4888,12.05207,31.70439,13.8783,71.9762,10.75436,1.544051,-50.0980008305164,0.586963351738744,2089546875640111616,0.105819149285539,1,171993005923701674,14.4705,0.02613,11.387,-999,12.394,-999,10.319,-999,10.68,-999,61,0.100672363493583,52,293954689,-2.6,3,-4,7,ucac4,NaN,NaN,,0.0939239703149789,0,WZ_advanced_seds_N10_15/282600.png,282600,https://talk.diskdetective.org/#/subjects/AWI0005a1m
J210715.30+670709.2,AWI0005a64,,,NaN,0,0,0,0,0,0,0,inactive,0.3897,94.4089,5.2014,43.28,55.6583,1.0617,22.7721,74.5585,2.6694,22.14727,74.87524,2.9775,316.8137525,67.1192227,103.5934834,13.1106428,7.789,0.025,7.901,0.019,7.703,0.016,7.349,0.079,9.352,0.025,8.215,0.051,7.948,0.033,1.137,0.266999999999999,13.968,2.172,16.14,15.052,13.164,11.852,0,0,0,0.015,0.098,0.057,59683342,0.133778518068227,0,2221912377520978816,0.274872929688332,0.0418437389846035,6.569034,-2.30014833315384,0.0820091324568936,-0.0277700396992057,0.0797447651120888,177,784.2024,16,575.9376,12.62402,106.9645,14.23055,264.6909,11.40635,1.474597,-44.7378091118724,0.617753175623992,2221912377520978816,0.0260787974617196,3,188543168138313877,14.9003,0.000931,11.961,-999,12.967,-999,10.911,-999,11.279,-999,73,0.0233509358590518,10,387949606,-2.1,2.4,4.3,2.5,ucac4,NaN,NaN,,0.0384445613683944,0,WZ_advanced_seds_N10_15/283923.png,283923,https://talk.diskdetective.org/#/subjects/AWI0005a64
J173153.49-090128.0,AWI00058qn,,,NaN,0,0,0,0,0,0,0,inactive,3.6468,94.5492,1.8039,52.0202,47.8724,0.1073,28.6471,71.2422,0.1108,28.1047,71.22127,0.674,262.9729008,-9.024464,15.4340779,13.1480295,6.194,0.084,6.071,0.034,5.916,0.015,5.653,0.041,7.924,0.034,6.767,0.063,6.333,0.029,1.157,0.434,13.529,2.427,15.956,14.724,12.563,10.665,0.126,0.163,0.104,0.153,0.13,0.227,1516494,0.252361918701399,0,4166849658513197440,0.423794162622847,0.067961169101386,6.235828,-16.0331724759009,0.128282433201165,-10.1518554551482,0.100043955498832,135,543.4977,11,161.9335,11.58916,33.87569,13.67705,66.50896,10.24489,1.576521,123.523938298406,0.672450141644523,4166849658513197440,0.148110471682226,5,97172629728941085,14.5496,0.028486,10.946,-999,12.17,-999,9.645,-999,10.092,-999,58,0.226556724706373,33,3274363,-17.9,3.2,-9.7,3.8,ucac4,NaN,NaN,,0.330220820246056,0,WZ_advanced_seds_N10_15/285375.png,285375,https://talk.diskdetective.org/#/subjects/AWI00058qn
J144908.14-115047.4,AWI0005dpq,,,NaN,0,0,0,0,0,0,0,inactive,12.3164,85.3825,2.3011,15.8241,83.9774,0.1985,5.9441,93.9795,0.0764,11.36153,87.7798,0.8586667,222.2839351,-11.8465177,343.0106992,41.6872341,7.46,0.029,7.445,0.021,7.084,0.016,6.704,0.062,8.754,0.026,7.883,0.044,7.56,0.021,0.871,0.323,13.037,1.675,14.711,13.752,12.418,10.917,0.201,0.258,0.161,0.14,0.194,0.083,10291527,0.243602427844616,0,6325309559292312192,0.270545818270529,0.0470681770824664,5.747956,-3.50506731201237,0.0945223238758222,-4.7130835130118,0.0919134583432334,147,550.5723,10,82.63567,11.76748,16.82664,13.23736,36.04761,10.53846,1.510727,15.5346458220862,0.728055327305527,6325309559292312192,0.062164382526084,0,93782222839574440,13.4545,0.2737,11.303,-999,12.244,-999,10.307,-999,10.637,-999,58,0.0614940714807166,36,26187261,-0.9,1.4,-2.1,1.5,ucac4,NaN,NaN,,0.0508517885935087,0,WZ_advanced_seds_N40_50/288683.png,288683,https://talk.diskdetective.org/#/subjects/AWI0005dpq
J201156.32-231817.9,AWI0005zt4,,,NaN,0,0,0,0,0,0,0,inactive,76.0736,23.0121,0.9142,60.1485,39.0518,0.7997,24.9974,73.4493,1.5533,53.73983,45.17107,1.089067,302.9846724,-23.3049985,19.3701621,-27.4926106,7.312,0.034,7.349,0.02,7.029,0.017,6.718,0.08,8.741,0.023,7.797,0.031,7.484,0.018,0.944,0.313,12.987,1.62,14.607,13.736,12.399,10.918,0.084,0.105,0.063,0.075,0.11,0.184,12312909,0.124711635959077,0,6852590603892492928,0.43379188873004,0.0751659776204538,5.77112,-4.2471784025762,0.132622565063546,-5.22346457905311,0.0792902839228294,197,1235.795,12,182.6982,11.84201,39.20291,13.41984,71.0139,10.62947,1.472899,102.497173967076,0.58230469025245,6852590603892492928,0.0387305714723808,0,80033029846374328,13.656,0.040993,11.215,-999,12.116,-999,10.267,-999,10.597,-999,86,0.0289054519435791,35,71240602,-4.9,1.1,-8.5,1.1,ucac4,NaN,NaN,,0.259460487348498,0,WZ_advanced_seds_S30_25/395656.png,395656,https://talk.diskdetective.org/#/subjects/AWI0005zt4
J183543.21-284458.1,AWI0005ten,,,NaN,0,0,0,0,0,0,0,inactive,3.7122,95.0415,1.2463,30.7381,69.1564,0.1055,12.1536,87.7836,0.0629,15.53463,83.99384,0.4715667,278.9300698,-28.7494868,5.4247382,-9.5464703,6.892,0.06,6.845,0.02,6.23,0.017,5.643,0.043,8.266,0.021,7.339,0.029,7.011,0.024,0.927,0.328,12.799,1.762,14.56,13.604,12.103,10.638,0.089,0.11,0.065,0.091,0.1,0.202,13099437,1.20720231109449,0,4048394116895605632,0.234345876216161,0.0614644431369115,3.812706,-6.22811190527596,0.114527360684331,-5.04696173363137,0.0955235094559342,119,477.7927,10,174.4179,11.3997,26.08125,13.04096,61.50051,10.19557,1.453141,-38.9718818227782,0.931445867399887,4048394116895605632,0.0910502526185312,33,73502789301590834,13.3094,0.001,10.88,-999,11.861,-999,9.838,-999,10.182,-999,46,0.0896832391671197,57,149045147,-1.8,2.7,1,3.5,ucac4,NaN,NaN,,0.010125572777882,0,WZ_advanced_seds_S10_7/294557.png,294557,https://talk.diskdetective.org/#/subjects/AWI0005ten
J051912.82+215257.0,AWI0005n06,,,NaN,2,2,0,0,0,0,0,active,0.1214,99.1561,0.7225,1.9147,98.0581,0.0272,1.9719,97.9979,0.0302,1.336,98.40403,0.2599667,79.8034455,21.882506,182.7082087,-8.8289883,5.988,0.097,5.819,0.047,5.323,0.015,4.729,0.033,7.57,0.024,6.472,0.018,6.166,9.995,1.098,0.306,12.965,2.399,15.365,14.102,12.019,10.319,0.267,0.353,0.231,0.253,0.289,0.176,45873222,0.374901582196136,0,3414614796935746688,0.414207302701669,0.106810322799763,3.877971,0.467285728038486,0.187816935441782,-5.74937308035648,0.135294719259358,139,1330.998,11,87.15634,11.35269,11.02611,13.46538,30.20473,9.980131,1.612899,-44.8502015116486,0.217423704039085,3414614796935746688,0.288150633896316,1,134250798035219603,14.4903,0.001578,10.406,-999,11.604,-999,9.196,-999,9.614,-999,40,0.285055687371518,39,6088941,1.1,3.4,-6.3,2.3,ucac4,NaN,NaN,,0.119427676193656,0,WZ_advanced_seds_S10_7/296000.png,296000,https://talk.diskdetective.org/#/subjects/AWI0005n06
J000557.47+444951.5,AWI0005w54,,,NaN,0,0,0,0,0,0,0,inactive,0.6936,97.9578,1.3486,4.7911,95.1315,0.0774,3.2607,96.6609,0.0785,2.915133,96.5834,0.5015,1.4894727,44.8309945,114.5115838,-17.2958272,7.425,0.031,7.446,0.019,7.009,0.015,6.638,0.062,8.794,0.041,7.867,0.016,7.606,0.021,0.927,0.261,13.063,1.894,14.956,13.93,12.343,10.84,0.256,0.346,0.233,0.228,0.238,0.201,52008744,0.368723118029931,0,386509265224804224,0.222180152435276,0.0706578810063429,3.14445,0.95953101277079,0.0899695473741799,-0.313724087122873,0.0505963417378328,293,1671.785,15,101.1785,11.82918,19.71616,13.38014,45.28572,10.55717,1.550475,-66.3880058075184,0.487340431962886,386509265224804224,0.0446092055300145,0,161790014895087780,13.8805,0.006154,11.192,-999,12.059,-999,10.284,-999,10.595,-999,55,0.305342439196607,43,439955056,3.7,2.8,1.3,2.9,ucac4,NaN,NaN,,0.0744401791469339,0,WZ_advanced_seds_S20_15/313614.png,313614,https://talk.diskdetective.org/#/subjects/AWI0005w54
J025947.05+614915.2,AWI00019vp,YES /,,NaN,11,10,0,1,0,0,0,active,0.0196,99.1127,0.8676,2.3991,97.5782,0.0227,3.1398,96.8402,0.02,1.852833,97.8437,0.3034333,44.9460558,61.8209071,137.4752779,2.6285548,6.416,0.083,6.452,0.025,5.663,0.014,5.007,0.036,8.236,0.019,6.991,0.027,6.553,0.023,1.245,0.438,14.853,2.741,17.594,16.026,13.643,11.531,0.026,0.026,0,0.049,0.172,0.132,58530047,0.299046659609903,0,466262238072101376,0.244398430760303,0.0712116363248876,3.432001,-0.135374384540527,0.0938408799177498,-0.0486496119023903,0.112768534258112,338,3413.168,16,176.6311,12.38947,27.33644,14.95268,127.9403,10.92029,1.717691,-29.7020247395783,0.720487477722077,466262238072101376,0.044857929516972,2,182180449459915790,15.9219,0.10751,11.729,-999,13.267,-999,10.13,-999,10.668,-999,56,0.0406564426735913,30,400828139,0.6,3.1,-2.6,2.5,ucac4,NaN,NaN,,0.3684397498027,0,,23167,https://talk.diskdetective.org/#/subjects/AWI00019vp
J000719.44+630805.7,AWI0000x7u,NNO,,0.909090909090909,11,10,0,1,0,1,0,inactive,0.187,96.7472,3.0658,27.1928,72.7409,0.0663,31.2578,68.6691,0.0731,19.54587,79.38573,1.0684,1.8310381,63.1349225,117.9724288,0.6888224,6.783,0.058,6.838,0.02,6.431,0.015,6.078,0.039,8.39,0.018,7.321,0.018,6.943,0.016,1.069,0.378,13.601,2.243,15.844,14.616,12.71,11.086,0.132,0.18,0.123,0.123,0.125,0.058,59103202,0.102795979293872,0,431528077332319488,0.241765362413046,0.0591445403649153,4.087704,-2.39054506861318,0.112533712825401,0.173231317313417,0.0877807215308452,231,1431.388,17,118.3954,12.03784,20.2886,14.05087,47.90957,10.68358,1.59776,-41.9043110694623,0.567786093722017,431528077332319488,0.0354395263115333,5,183760018310842515,15.0315,0.108065,11.505,-999,12.748,-999,10.168,-999,10.604,-999,50,0.0513874653224529,28,359132727,-3.9,2.5,2.9,1.9,ucac4,NaN,NaN,,0.178500362137676,0,,58855,https://talk.diskdetective.org/#/subjects/AWI0000x7u
J224905.77+563416.9,AWI00041ua,,,NaN,0,0,0,0,0,0,0,inactive,64.6857,33.7651,1.5492,62.8119,37.1157,0.0723,50.3616,49.5427,0.0957,59.2864,40.14117,0.5724,342.2740755,56.5713884,106.6388192,-2.3799286,6.413,0.078,6.255,0.025,5.402,0.014,4.492,0.024,8.161,0.024,7.018,0.038,6.655,0.017,1.143,0.363,99.999,99.999,99.999,14.752,12.821,11.005,9.999,9.999,9.999,0,0,0.073,57628042,1.19872196709995,1,2004050054057382016,0.193084018107632,0.0577033608244724,3.346148,-3.35214328076857,0.0898028386131197,-3.63534535070534,0.0920295100690345,264,1710.358,16,229.5721,11.8906,33.41502,14.03482,83.2405,10.54065,1.578826,-85.2638628319128,0.956319930318037,2004050054057382016,0.0188474416440133,6,175883422740826364,14.8612,0.000901,11.135,-999,12.319,-999,9.878,-999,10.31,-999,55,0.0294267120070791,42,371313073,-18.9,3.2,-2.1,3.5,ucac4,NaN,NaN,,0.139609449408632,1,,206874,https://talk.diskdetective.org/#/subjects/AWI00041ua
J213329.69+434043.5,AWI0004yai,,,NaN,11,4,5,0,0,7,0,active,51.8287,45.9749,2.1964,57.6059,41.7957,0.5984,34.8366,64.0371,1.1263,48.0904,50.60257,1.307033,323.3737333,43.6787552,89.3739467,-5.9255031,7.505,0.031,7.634,0.019,7.366,0.018,7.065,0.081,9.109,0.023,8.049,0.021,7.692,0.017,1.06,0.356999999999999,14.221,2,16.221,15.198,13.468,11.692,0,0.049,0.049,0.046,0.068,0.051,52665418,3.51380362063305,1,1967860217249252992,0.159801428811247,0.0523579861178462,3.052093,-2.63396481769308,0.085062764130858,-1.53263389541815,0.0828834082908899,291,1861.451,16,649.9513,12.51677,106.3834,14.42445,257.2402,11.21348,1.541452,-74.8999104209645,0.510274045354549,1967860217249252992,0.0412280997493574,5,160413233737495137,14.9159,0.004636,12.048,-999,13.194,-999,10.819,-999,11.229,-999,63,0.0612244922558134,26,240430767,2.4,8.1,7.2,7.7,ucac4,NaN,NaN,,0.0314749086894066,0,,229020,https://talk.diskdetective.org/#/subjects/AWI0004yai
J192740.32+003714.4,AWI0005v4c,,,NaN,0,0,0,0,0,0,0,inactive,3.3371,94.1018,2.5612,39.5662,60.2671,0.1666,20.846,79.048,0.106,21.24977,77.80563,0.9446,291.918036,0.6206875,37.6459223,-7.768676,6.51,0.08,6.533,0.024,6.284,0.016,5.978,0.052,8.02,0.035,6.977,0.04,6.647,0.017,1.043,0.33,99.999,99.999,99.999,99.999,11.626,10.379,9.999,9.999,9.999,9.999,-0.003,0.078,36047936,0.281756893269211,1,4287520239342460288,0.315240308661027,0.0628501247437789,5.015747,-4.95192055201041,0.0990983365611687,-6.96588499678636,0.0872014876414004,225,948.2867,12,170.152,11.12598,37.82862,12.73807,80.49333,9.915609,1.464989,-21.0613144462906,0.697503156997141,4287520239342460288,0.0509786073406685,12,108742919181015289,13.1374,0.001,10.63,-999,11.637,-999,9.581,-999,9.949,-999,64,0.126307263880837,58,392350486,0.3,4.5,-4.5,1.1,ucac4,NaN,NaN,,0.173891487015728,0,,354866,https://talk.diskdetective.org/#/subjects/AWI0005v4c
J194714.13+192917.2,AWI00040r8,,,NaN,0,0,0,0,0,0,0,inactive,93.4014,6.3623,0.2362,62.2732,37.6482,0.0786,36.719,63.1594,0.1216,64.1312,35.7233,0.1454667,296.8088822,19.488129,56.5750151,-2.8734944,6.521,0.078,5.353,0.058,3.318,0.011,2.146,0.019,9.698,0.025,8.938,0.03,8.134,0.024,0.76,0.804,12.575,1.393,13.968,13.224,11.999,11.629,0.041,0.057,0.04,0.024,0.022,0.006,44357421,0.722572025878682,1,1824755549119668096,0.0895658032443296,0.0253390684925015,3.534692,-2.11574637292885,0.0341413628691852,-5.10767852695808,0.0374372554678258,350,723.2568,15,15.45385,13.61598,4.603449,14.56593,4.801783,12.5281,1.465963,19.2916553848307,8.26344525534392,1824755549119668096,0.0357303776679647,19,131382968088806284,14.6196,0.099749,12.234,-999,13.218,-999,11.206,-999,11.567,-999,77,0.0514701398804982,32,386606624,-4.2,5.7,0.4,4.4,ucac4,NaN,NaN,,0.0782516899348106,0,,149955,https://talk.diskdetective.org/#/subjects/AWI00040r8
J202926.91+522612.5,AWI0005mb4,,,NaN,1,0,1,0,0,0,0,active,8.215,90.4297,1.3552,17.8501,82.0868,0.0632,30.0265,69.8987,0.0748,18.6972,80.80507,0.4977333,307.3621504,52.4368125,88.8782352,7.8412485,6.368,0.036,6.365,0.022,5.164,0.014,4.162,0.022,7.867,0.039,6.924,0.036,6.555,0.027,0.943,0.369000000000001,13.453,1.666,15.12,14.423,12.795,11.334,0.417,0.418,-0.026,0.539,0.364,1.216,55778704,2.99894505344736,0,2181724505979324928,0.256872427671821,0.0527619552346569,4.868516,-2.0523864371379,0.112665243037671,-2.38682332668228,0.0987557897962786,219,1774.248,17,389.5373,11.25062,62.73867,13.22416,123.6844,9.924632,1.563896,-42.1479826298057,0.668409953471651,2181724505979324928,0.0791030608735921,10,170923073621494644,13.7331,0.011982,10.829,-999,12.015,-999,9.564,-999,9.961,-999,45,0.554842779222503,36,290316273,-13.5,6.4,-6.9,3.5,ucac4,NaN,NaN,,0.206438092100462,2,,322289,https://talk.diskdetective.org/#/subjects/AWI0005mb4
J192740.20+294507.6,AWI0002n6i,,,NaN,0,0,0,0,0,0,0,inactive,39.281,58.0969,2.6221,45.9246,53.7852,0.2902,30.525,69.2451,0.2299,38.57687,60.37573,1.0474,291.9175311,29.7521165,63.380259,6.0062729,7.403,0.035,7.492,0.019,7.156,0.017,6.859,0.091,8.861,0.02,7.844,0.024,7.528,0.027,1.017,0.316000000000001,13.991,1.956,15.947,14.861,13.142,11.482,0,0.052,-0.052,0,0,0,48000991,0.150331898247263,0,2038599320740628096,0.173837343955112,0.056827921894226,3.059013,-1.16344882876415,0.102264334080512,-6.15278511298469,0.0975173055638482,247,2078.875,15,273.4543,12.25442,42.19031,14.15876,97.52301,10.96935,1.518303,-51.499780833005,0.450551226129258,2038599320740628096,0.104284824329765,10,143702919175043040,14.7357,0.001356,11.609,-999,12.654,-999,10.494,-999,10.869,-999,52,0.0725262325951119,36,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,97595,https://talk.diskdetective.org/#/subjects/AWI0002n6i
J172849.17-175920.5,AWI0005it0,,,NaN,0,0,0,0,0,0,0,inactive,40.1468,53.08,6.7732,62.1105,37.4382,0.4512,46.4845,52.903,0.6126,49.5806,47.80707,2.612333,262.2048865,-17.9890344,7.2570529,9.0768975,7.587,0.031,7.664,0.021,7.386,0.018,6.981,0.098,9.019,0.024,8.145,0.076,7.782,0.047,0.874000000000001,0.363,13.046,1.993,15.039,13.995,12.31,11.239,0.141,0.203,0.145,0.114,0.167,0.138,1183174,0.789677631732837,0,4122736770970155264,0.245403658773901,0.0587242055012649,4.178918,-1.75114096539563,0.129186766785335,-2.03241753052914,0.0987906204065899,112,210.621,10,202.9247,11.92041,37.51336,13.26188,83.73188,10.79254,1.416971,-7.12766786416666,1.54135889941436,4122736770970155264,0.0543490899922904,29,86412622048843525,13.8153,0.000754,11.446,-999,12.425,-999,10.487,-999,10.826,-999,58,0.0609247798037217,49,164201387,-0.4,3.4,0.5,4,ucac4,NaN,NaN,,0.10113386332372,1,,318825,https://talk.diskdetective.org/#/subjects/AWI0005it0
