Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0001mic,280.824125,2.26675,4563,280.8241464,2.2667617,0.0877494802075613,J184317.79+021600.3,AWI0001mic,0.533333333333333,34.0229836,2.844211,7.615,0.027,7.619,0.02,6.789,0.017,5.792,0.04,10.225,0.023,8.74,0.021,8.065,0.02,1.485,0.675000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4279727656830532096,15.83388,0.0937853986602847,0.254202279098593,-2.38709056381511,0.396657754026979,-3.56951546958075,0.344336127326999,142,2441.045,10,229.7201,15.83388,5.520247,20.40106,76.55608,14.09362,2.126966,NaN,NaN,4279727656830532096,0.0461017771740426,6,21.8015,0.051307,15.6667,0.023599,19.0354,0.021635,12.6699,0.017901,13.8529,0.026931,50,0.0538183754627438,32,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001mic
AWI00065q7,280.323,-33.1348333333333,322216,280.3230209,-33.1348503,0.0877518730034584,J184117.52-330805.4,AWI00065q7,0.6,1.8958449,-12.4896216,7.526,0.03,7.547,0.019,6.83,0.017,6.024,0.049,8.902,0.018,8.066,0.049,7.626,0.016,0.835999999999999,0.44,14.906,1.52,16.426,15.507,13.956,11.951,0,0,0,0.16,0.241,0,17074035,1.17403608992382,0,6736422836754822912,12.61261,0.0190246674160707,0.120300988653057,0.0625420007812888,0.213832114819636,-2.48908407845096,0.184870438884098,130,1590.036,10,208.8625,12.61261,30.78442,14.93535,108.9652,11.19328,1.660866,NaN,NaN,6736422836754822912,0.0524286082197675,13,-999,-999,-999,-999,-999,-999,17.1544,0.030662,-999,-999,1,6.88415268794096,2,211073070,-0.4,4.7,-12.5,4.7,ucac4,NaN,NaN,,0.0271023912916669,1,https://talk.diskdetective.org/#/subjects/AWI00065q7
AWI0001zr2,275.241625,-6.51875,49267,275.2416488,-6.5187563,0.0880955620441868,J182057.99-063107.5,AWI0001zr2,0.533333333333333,23.6412757,3.7528428,6.148,0.097,6.089,0.034,5.106,0.015,4.058,0.023,8.28,0.023,6.961,0.038,6.376,0.026,1.319,0.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4160861000974858368,13.72065,0.00296826731417233,0.145584629396492,-1.73429181184532,0.288074445452278,-6.57174936374065,0.262563334937855,118,2335.042,9,126.0545,13.72065,18.63715,18.07981,35.37691,12.01381,2.065154,NaN,NaN,4160861000974858368,0.0948095966164244,10,19.1906,0.033228,12.857,-999,16.6325,0.050515,10.489,-999,11.279,-999,60,0.151255042548087,46,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001zr2
AWI0000pa8,13.4496666666667,-72.0359444444444,402976,13.449699,-72.0359668,0.0881240466874461,J005347.92-720209.4,AWI0000pa8,0.705882352941177,302.6740729,-45.0910097,8.302,0.023,8.266,0.02,7.513,0.017,6.115,0.041,9.274,0.021,8.451,0.04,8.252,0.021,0.822999999999999,0.199,12.416,1.984,14.399,13.286,11.698,10.904,0.06,0.085,0.061,0.006,0.041,0.059,33501840,0.687074783097355,0,4689077485155933696,11.81459,-0.0370930070921294,0.0268680941230497,0.796817592300734,0.0664564370903276,-1.06357093434058,0.0453353017324607,208,466.005,18,73.25743,11.81459,17.22205,12.73895,31.5433,10.70034,1.501784,142.320236272432,2.53610417438639,4689077485155933696,0.0397482687827914,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181447098,-0.5,1.3,2.5,1.3,ucac4,NaN,NaN,,0.0650182836450959,0,
AWI0002fqi,247.706583333333,-40.6888055555556,126047,247.7065956,-40.6888282,0.088129134971524,J163049.58-404119.7,AWI0002fqi,0.6,341.4357288,5.2367052,8.161,0.023,7.939,0.021,7.19,0.017,6.629,0.066,10.113,0.023,8.981,0.025,8.399,0.023,1.132,0.582000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6016924482169728896,15.53012,0.39062051679104,0.238963311906607,-5.02701986713045,0.428233365366207,-5.5215402084665,0.329616395219619,167,3241.927,10,139.1411,15.53012,8.737866,18.88057,22.66616,13.74666,2.235429,NaN,NaN,6016924482169728896,0.0756664966666702,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002fqi
AWI0002bk9,288.673541666667,21.2597222222222,103022,288.6735458,21.2597464,0.0881377630220627,J191441.65+211535.0,AWI0002bk9,0.666666666666667,54.4607313,4.6643752,7.99,0.023,7.817,0.02,6.467,0.014,5.706,0.036,9.882,0.022,8.753,0.021,8.334,0.019,1.129,0.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4519967133586750720,13.97227,-0.0415287311006508,0.076689731739861,0.150669951036729,0.0831826995526402,-6.69803315173019,0.105439954434497,444,3106.14,16,505.981,13.97227,59.42132,16.54794,235.796,12.54518,1.654218,NaN,NaN,4519967133586750720,0.0633174870888667,15,17.4147,0.017362,13.303,-999,15.3386,0.023415,11.694,-999,12.239,-999,75,0.0973853157433102,32,352859473,-16.7,4.8,-3.3,4.8,ucac4,NaN,NaN,,0.0747113393893645,0,https://talk.diskdetective.org/#/subjects/AWI0002bk9
AWI0003o3l,186.215958333333,-65.7023888888889,173884,186.2159634,-65.7024133,0.0881999110264436,J122451.83-654208.6,AWI0003o3l,0.733333333333333,300.199684,-2.971654,7.807,0.024,7.452,0.02,6.805,0.017,6.358,0.048,9.546,0.022,8.673,0.038,8.238,0.023,0.872999999999999,0.435000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5860956734909673600,13.99038,-0.0963049828475865,0.0839240831603144,-5.73954012958522,0.125322419214602,0.272808874250651,0.109718295729361,304,3435.382,19,25.99911,13.99038,3.038789,17.27982,8.327312,12.28581,2.083052,NaN,NaN,5860956734909673600,0.104713918275828,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,450379120,-63.3,3.6,22.5,3.6,ucac4,NaN,NaN,,12.2125562019043,0,https://talk.diskdetective.org/#/subjects/AWI0003o3l
AWI0002akv,275.694208333333,-5.02405555555556,93750,275.6942265,-5.0240721,0.0882708968557597,J182246.61-050126.6,AWI0002akv,0.733333333333333,25.1770466,4.0514398,6.904,0.059,6.737,0.021,5.946,0.015,5.234,0.03,9.056,0.044,7.814,0.051,7.129,0.023,1.242,0.685000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4161306200095007232,14.85461,0.298701711630083,0.229124547727434,-3.43064711226368,0.397020405076337,-4.74969465688387,0.37524785207592,150,3859.187,11,102.2233,14.85461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4161306200095007232,0.0887841706201024,11,21.3068,0.084478,14.7886,0.011417,18.174,0.032571,11.9608,0.025585,12.9212,0.00887,56,0.0803489497034609,38,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002akv
AWI00043ie,178.237666666667,-65.6521388888889,229013,178.2377046,-65.6521578,0.0883437219056139,J115257.04-653907.7,AWI00043ie,0.533333333333333,296.947164,-3.4622059,6.731,0.06,6.637,0.022,5.757,0.015,4.816,0.025,8.595,0.02,7.466,0.029,6.988,0.024,1.129,0.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5332347931221959808,13.73449,-0.094387589031569,0.12739239640185,-5.58970159250967,0.190408671587165,1.5137576547878,0.165071730993192,227,4615.78,17,134.6574,13.73449,34.35536,17.56832,41.70926,12.09104,1.956999,NaN,NaN,5332347931221959808,0.0657533989412993,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00043ie
AWI0004a3i,273.087958333333,-25.93725,214229,273.0879852,-25.9372543,0.0883445423713726,J181221.11-255614.1,AWI0004a3i,0.533333333333333,5.5580545,-3.646829,7.861,0.024,7.8,0.019,6.996,0.018,6.343,0.087,9.604,0.022,8.522,0.044,8.04,0.031,1.082,0.482000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4064730458876866176,14.08875,0.137112487290923,0.23145757729021,-2.96993468922785,0.323899917498484,-9.03934494546404,0.306370753891364,78,967.4566,7,75.87682,14.08875,8.575231,16.90403,23.70931,12.5526,1.808249,NaN,NaN,4064730458876866176,0.110936437435984,34,17.6695,0.002596,13.508,0.14713,15.8388,0.003997,11.581,-999,12.25,-999,70,0.166968153784534,82,264719107,-2.2,3.4,-2.7,3.5,ucac4,NaN,NaN,,12.2408341707829,1,https://talk.diskdetective.org/#/subjects/AWI0004a3i
AWI00064z8,272.0585,-49.7155,320254,272.0585055,-49.7155243,0.0884118235051067,J180814.04-494255.8,AWI00064z8,0.533333333333333,343.7947714,-13.8867991,8.512,0.023,8.205,0.019,7.439,0.018,6.724,0.091,9.874,0.023,9.152,0.027,8.854,0.023,0.722000000000001,0.298,13.344,0.705,14.049,99.999,99.999,99.999,0.026,0.055,0.048,9.999,9.999,9.999,24267067,11.8869744261284,0,6706079713124458496,12.35315,-0.0245760772852581,0.0488445739159995,-1.73181566109388,0.0836269757141823,-5.79435459342239,0.0757453626008921,139,506.8737,11,34.08386,12.35315,6.841278,13.44943,13.71738,11.15326,1.553508,NaN,NaN,6706079713124458496,0.0493793592188534,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,365022232,-2.1,3.7,-5.7,3.7,ucac4,NaN,NaN,,0.170315792921489,1,https://talk.diskdetective.org/#/subjects/AWI00064z8
AWI0005hm5,258.466083333333,-22.4980555555556,355689,258.4660843,-22.4980801,0.0884184751121329,J171351.86-222953.0,AWI0005hm5,0.533333333333333,1.4852132,9.5035142,8.286,0.022,8.208,0.02,7.432,0.017,6.576,0.075,10.084,0.022,9.001,0.046,8.532,0.021,1.083,0.468999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4114560772484701568,14.06107,0.160198660655551,0.09587945104293,-3.30048423200368,0.147010008677816,-2.06513216605843,0.104408935505542,157,775.3071,10,72.26733,14.06107,12.42161,16.31333,26.99378,12.67306,1.62188,NaN,NaN,4114560772484701568,0.0765571052787737,8,17.0257,0.009103,13.5632,0.05062,15.2437,0.025126,11.984,-999,12.475,-999,69,0.0949197832103174,39,77809613,-8.2,2.7,2.8,2.6,ucac4,NaN,NaN,,0.035275027162085,0,https://talk.diskdetective.org/#/subjects/AWI0005hm5
AWI0001cfo,215.766208333333,-57.8811388888889,5318,215.7662474,-57.881152,0.0884259879393351,J142303.89-575252.1,AWI0001cfo,0.533333333333333,314.8903382,2.8475042,7.856,0.025,7.717,0.02,6.824,0.016,5.813,0.052,9.996,0.024,8.807,0.044,8.189,0.036,1.189,0.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5891982238591105664,15.46602,-0.333500284009493,0.188696867464048,-4.12505869091852,0.347308277441117,-2.94399972417153,0.349100111741708,249,4252.499,13,127.6061,15.46602,17.12646,19.81392,42.13825,13.78043,2.025502,NaN,NaN,5891982238591105664,0.0571116448171359,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001cfo
AWI000415i,303.572625,30.7691111111111,206345,303.5726536,30.7691112,0.0884674988136345,J201417.43+304608.8,AWI000415i,0.7,69.3936279,-2.1317016,6.3,0.079,6.182,0.03,5.478,0.014,4.556,0.029,8.669,0.021,7.371,0.065,6.712,0.021,1.298,0.659000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2053727711702353024,14.18184,0.0478373724073909,0.141249357778924,-2.07380662766759,0.210093480626844,-6.12471421180784,0.2171122014662,327,10446.24,17,124.2279,14.18184,21.21559,18.7909,40.41061,12.48123,2.050665,NaN,NaN,2053727711702353024,0.0403152039393609,9,20.0727,0.093244,13.045,-999,17.5276,0.02582,10.864,-999,11.586,-999,67,0.0429200607828425,36,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI000415i
AWI00055t3,21.6177916666667,75.2874722222222,259876,21.6177937,75.2874968,0.0884995282408763,J012628.27+751714.9,AWI00055t3,0.733333333333333,125.2026202,12.5705107,6.48,0.071,6.099,0.031,5.481,0.019,5.074,0.034,8.39,0.037,7.38,0.069,6.866,0.02,1.01,0.514,14.131,2.184,16.315,15.146,13.129,10.798,0.241,0.345,0.247,0.22,0.22,0.154,60761776,0.463520725549074,0,559896579569730176,13.02531,-0.0774561132820822,0.110634647544184,-0.164623037445969,0.186489210385801,1.28493635253625,0.1797886007035,236,5109.437,17,27.45938,13.02531,3.392704,15.98408,9.632928,11.04067,2.698253,NaN,NaN,559896579569730176,0.427271373435357,2,14.9124,0.042245,12.184,-999,13.2467,0.001,10.295,-999,10.937,-999,55,0.436246082218624,31,468772735,-1.9,4.6,2.2,3,ucac4,NaN,NaN,,0.489080093081697,0,https://talk.diskdetective.org/#/subjects/AWI00055t3
AWI0003nzg,183.489958333333,-64.8050555555556,158902,183.4899957,-64.8050743,0.0885033260555918,J121357.59-644818.2,AWI0003nzg,0.533333333333333,298.9549072,-2.2230335,8.04,0.022,8.119,0.019,7.655,0.018,6.971,0.061,10.024,0.023,8.804,0.023,8.335,0.023,1.22,0.468999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6053077390934392576,14.87922,-0.0604905039262225,0.097927601731884,-7.83987535875489,0.149244656319562,1.47473702144877,0.145959519588509,356,5276.431,18,200.4145,14.87922,32.21674,18.51544,67.43076,13.25638,1.924893,NaN,NaN,6053077390934392576,0.0337044622461976,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003nzg
AWI0004f4h,157.990791666667,-62.7637222222222,224025,157.9908166,-62.763744,0.0885104308318548,J103157.79-624549.4,AWI0004f4h,0.933333333333333,287.7247656,-4.08524,6.448,0.076,6.388,0.024,5.76,0.015,5.073,0.031,8.021,0.027,7.041,0.049,6.655,0.031,0.98,0.386,99.999,99.999,99.999,14.689,12.993,10.981,9.999,9.999,9.999,-0.013,0,0.009,30318428,0.562474776496303,0,5252228576143197312,11.86702,0.257254417301816,0.0668517332762751,-3.95312092079363,0.117873229765714,3.41816900463337,0.122243278034243,261,3156.197,18,151.3075,11.86702,34.0131,14.13961,87.84908,10.43267,1.686872,NaN,NaN,5252228576143197312,0.100446333210458,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460525559,-4.1,2,3,2,ucac4,NaN,NaN,,0.0637803409882781,0,https://talk.diskdetective.org/#/subjects/AWI0004f4h
AWI00056xc,223.724875,-43.23375,256301,223.7248926,-43.233771,0.0885792293042729,J145453.97-431401.5,AWI00056xc,0.642857142857143,325.6032271,14.1372346,6.776,0.066,6.576,0.023,5.933,0.015,5.476,0.033,8.039,0.018,7.216,0.031,6.852,0.021,0.823,0.364,12.711,1.814,14.525,13.528,12.034,10.469,0.204,0.274,0.182,0.179,0.208,0.134,21022871,0.141241489333956,0,5908537928741906432,11.37009,0.166029600240662,0.0854237318966266,-5.83734935717958,0.164099074133527,-4.65800490371496,0.159159560460244,332,2891.187,9,148.156,11.37009,177.3435,13.21006,691.8817,10.13501,1.463435,NaN,NaN,5908537928741906432,0.071016151643287,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,455473938,-3.4,1.4,-9.9,1.4,ucac4,NaN,NaN,,0.289848101959678,0,https://talk.diskdetective.org/#/subjects/AWI00056xc
AWI00059q8,282.333666666667,21.4865277777778,239160,282.3336922,21.4865342,0.0886015807802225,J184920.08+212911.5,AWI00059q8,0.933333333333333,52.0258925,10.0565349,6.835,0.038,6.689,0.02,5.962,0.014,5.406,0.034,8.942,0.041,8.069,0.017,7.666,0.02,0.872999999999999,0.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4531281967215877504,13.29901,-0.359395157920198,0.0962049780006673,-2.7350953902729,0.144391411856991,-2.495360981732,0.152448327579555,331,5325.972,16,38.37212,13.29901,3.421406,15.35277,9.875771,11.05585,3.473264,NaN,NaN,4531281967215877504,0.0178795924377612,4,18.0149,0.113264,12.112,-999,13.397,-999,10.729,-999,11.152,-999,70,0.139016001812458,77,348819095,-10,4.9,-2.8,4.6,ucac4,NaN,NaN,,0.129236382640906,0,https://talk.diskdetective.org/#/subjects/AWI00059q8
AWI0004ndq,17.2602083333333,57.0253333333333,257948,17.2602457,57.0253472,0.0886139594944372,J010902.45+570131.2,AWI0004ndq,0.866666666666667,125.3376301,-5.7640794,6.771,0.064,6.83,0.02,6.321,0.015,5.553,0.044,8.407,0.024,7.438,0.016,6.986,0.026,0.969,0.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,413510036691224576,12.41388,0.726570749355777,0.0866753915317777,1.5473207418561,0.0957752508966812,-0.504182603810401,0.108673400867195,774,11415.39,20,167.4836,12.41388,29.88663,15.15283,64.86556,10.95676,1.689133,NaN,NaN,413510036691224576,0.0445198552908999,4,15.5795,0.03087,11.748,-999,13.137,-999,10.251,-999,10.711,-999,65,0.0617428257332357,35,453180219,-0.8,2.5,-1.5,3.5,ucac4,NaN,NaN,,0.0588302443405213,0,https://talk.diskdetective.org/#/subjects/AWI0004ndq
AWI0005jub,265.66525,-11.8013611111111,351534,265.6652655,-11.8013805,0.0886309313635803,J174239.66-114804.9,AWI0005jub,0.666666666666667,14.3723951,9.4550274,8.917,0.023,8.908,0.019,7.595,0.02,6.63,0.084,10.479,0.024,9.427,0.024,9.03,0.024,1.052,0.397,99.999,99.999,99.999,17.295,15.234,13.341,9.999,9.999,9.999,0.115,0.108,0.13,1274019,1.09331939345808,0,4162329501802889472,14.25543,0.0800032199690647,0.0815457431269009,-2.88560320847433,0.142502321697315,-7.86938255382327,0.117830349497372,159,847.832,11,172.9542,14.25543,28.22244,16.42791,53.1335,12.8767,1.615888,NaN,NaN,4162329501802889472,0.0677284890394473,5,17.4661,0.011725,13.7468,0.001153,15.6877,0.04777,12.1955,0.018806,12.64,-999,62,0.0689101358813681,29,296407003,-2.9,4.9,-1.2,5.2,ucac4,NaN,NaN,,0.194899227115947,0,https://talk.diskdetective.org/#/subjects/AWI0005jub
AWI0002cid,312.73075,51.0316666666667,59280,312.7307741,51.0316861,0.0887213261013583,J205055.38+510154.0,AWI0002cid,0.6,89.7764724,4.345069,7.278,0.036,7.291,0.02,6.405,0.016,5.448,0.033,9.573,0.02,8.145,0.018,7.528,0.021,1.428,0.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2169930663224702464,15.11863,-0.0932224645812366,0.151043504317885,-1.49543303881817,0.29387390599546,-2.61268543535856,0.274515325959264,198,5088.291,14,137.0667,15.11863,19.25087,19.58537,45.3557,13.42368,2.04154,NaN,NaN,2169930663224702464,0.066248487364689,3,20.9222,0.016415,14.9734,0.021456,18.4039,0.030431,11.833,-999,12.583,-999,63,0.0395532655574994,43,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002cid
AWI0001jl9,269.041125,-20.5005833333333,40675,269.0411324,-20.500607,0.0887788530607503,J175609.87-203002.1,AWI0001jl9,0.666666666666667,8.474083,2.258863,7.373,0.028,7.368,0.019,6.02,0.016,4.948,0.039,9.836,0.021,8.499,0.055,7.778,0.027,1.337,0.721000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4071097180983023872,15.98852,0.396839627488345,0.265173228260245,-1.57263072531368,0.452722084842506,-3.87708204560864,0.364970163210772,113,1767.657,9,117.9056,15.98852,3.766713,19.55285,63.13038,14.17385,2.293657,NaN,NaN,4071097180983023872,0.0872047229677191,40,21.3603,0.069634,15.9602,0.001614,19.0055,0.015698,12.6543,0.003616,14.001,0.012993,72,0.0977734319727319,79,104558877,5,8.2,12.8,8.4,ucac4,NaN,NaN,,11.0572975542764,0,https://talk.diskdetective.org/#/subjects/AWI0001jl9
AWI0005fc5,219.319875,-51.1445833333333,310186,219.3198844,-51.1446073,0.0888534825112983,J143716.77-510840.5,AWI0005fc5,0.533333333333333,319.3421497,8.3235017,7.395,0.034,7.377,0.019,6.512,0.016,5.724,0.047,8.903,0.021,8.035,0.031,7.678,0.02,0.868,0.357,13.381,1.843,15.225,14.235,12.65,11.271,0.289,0.359,0.213,0.243,0.321,0.182,25893908,0.26408273936631,0,5898371187092886656,11.87216,0.24303875234003,0.053092977001568,-7.21222683814878,0.138607610028217,-3.38504983857322,0.106778036945299,147,684.6618,10,84.03648,11.87216,17.05184,13.36034,33.63686,10.71069,1.427853,-74.7984307862709,1.05515855376457,5898371187092886656,0.0547253828049579,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289418696,-14.9,1.9,-3.2,1.9,ucac4,NaN,NaN,,0.0848186408460806,0,https://talk.diskdetective.org/#/subjects/AWI0005fc5
AWI0002f8j,239.033583333333,-46.6322777777778,66758,239.0336107,-46.6322938,0.0889028118113253,J155608.06-463756.2,AWI0002f8j,0.533333333333333,332.7665429,5.2620267,6.478,0.078,6.43,0.026,5.629,0.014,4.649,0.03,8.387,0.032,7.173,0.047,6.585,0.018,1.214,0.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5984719820951299840,13.23689,0.424303845771094,0.147163969840063,-4.02572323722964,0.285072845811642,-0.665013205045864,0.185379076143372,325,7763.421,13,145.6637,13.23689,23.10641,16.94711,54.59207,11.64178,1.875302,NaN,NaN,5984719820951299840,0.0723510173039411,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255207658,-4.6,5.1,5.3,5,ucac4,NaN,NaN,,0.127302616259112,0,https://talk.diskdetective.org/#/subjects/AWI0002f8j
AWI0005baj,250.533958333333,-20.5131111111111,221012,250.5339751,-20.5131302,0.0889853005258926,J164208.15-203047.2,AWI0005baj,0.733333333333333,358.614444,16.6150698,7.016,0.035,6.743,0.021,6.084,0.015,5.455,0.039,8.66,0.018,7.784,0.026,7.309,0.026,0.876,0.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4130232523993118592,13.29977,-0.40582138681272,0.112349999916177,-4.9681991240991,0.195913784807147,-1.88186803387566,0.099096358958413,395,5609.097,12,89.57835,13.29977,19.77202,16.43753,32.11658,11.77215,1.780427,NaN,NaN,4130232523993118592,0.131822103759158,3,13.9355,0.015274,11.847,-999,13.152,-999,10.442,-999,10.871,-999,75,0.128417792352307,22,287620649,0.6,2.1,-2.9,2.1,ucac4,NaN,NaN,,0.032926932249792,0,https://talk.diskdetective.org/#/subjects/AWI0005baj
AWI0003kxf,297.614041666667,23.121,170622,297.6140685,23.1210018,0.0890768680518184,J195027.37+230715.6,AWI0003kxf,0.6,60.0917276,-1.6848029,7.03,0.049,7.051,0.02,6.044,0.016,4.897,0.029,9.393,0.023,8.015,0.038,7.381,0.023,1.378,0.634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1828197261013915264,14.905,0.273883868520265,0.127304539963559,-3.09581005604078,0.188512062702525,-6.3857842463798,0.204681502431673,307,6993.436,15,104.4335,14.905,17.59412,19.30082,32.24762,13.21118,2.040231,NaN,NaN,1828197261013915264,0.0275335640611855,19,20.5531,0.035789,14.6196,0.026562,17.9268,0.034989,11.8096,0.001,12.8916,0.004775,61,0.0388968570339858,39,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003kxf
AWI0005gdw,247.898625,-35.6429444444444,336824,247.8986473,-35.6429613,0.0890977457463863,J163135.67-353834.6,AWI0005gdw,0.8,345.269975,8.5530612,7.221,0.047,7.103,0.021,5.766,0.016,4.764,0.033,8.866,0.03,7.865,0.046,7.512,0.018,1.001,0.353000000000001,99.999,99.999,99.999,99.999,99.999,11.456,9.999,9.999,9.999,9.999,9.999,0.025,19010544,0.294453142631962,0,6020553454661523072,12.23903,0.123975440276717,0.0696733278524953,-2.15333478723373,0.139277601825962,-6.59643274840959,0.114118601828175,173,849.8118,10,269.6929,12.23903,50.50192,14.03751,121.6059,10.96751,1.51404,-136.78181197066,0.651787334471414,6020553454661523072,0.0883837124949402,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211676399,1.6,2.2,-6.1,2.1,ucac4,NaN,NaN,,0.0875039676299996,0,https://talk.diskdetective.org/#/subjects/AWI0005gdw
