Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0005fdy,221.878166666667,-48.6623888888889,313412,221.8781897,-48.6623931,0.0568276613892693,J144730.76-483944.6,AWI0005fdy,0.666666666666667,321.9114688,9.8850022,7.036,0.04,6.762,0.019,6.161,0.016,5.591,0.038,8.513,0.024,7.652,0.029,7.193,0.017,0.861,0.459000000000001,14.063,1.553,15.616,15.289,13.762,11.489,0,0.024,-0.024,0.737,0.679,0.325,23577307,0.244674086745975,0,5904750965875394048,13.44616,-0.414312250417643,0.117309769080506,-4.39061949824456,0.216475213542746,-2.13833524896031,0.180873535313817,149,2063.92,11,18.79633,13.44616,2.181058,16.39572,5.210197,11.52124,2.556814,NaN,NaN,5904750965875394048,0.118737550785305,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005fdy
AWI0001cad,212.327708333333,-58.3975555555556,46326,212.3277295,-58.3975669,0.0571169813222106,J140918.65-582351.2,AWI0001cad,0.8,313.0035284,2.9432576,7.162,0.048,7.143,0.02,6.276,0.017,5.541,0.039,9.303,0.023,8.034,0.034,7.426,0.026,1.269,0.608000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5868077928100796288,14.68109,-0.395579982191527,0.208819214363138,-9.04948388965366,0.351153191123622,1.73302999981439,0.472243908385182,254,7834.077,12,298.4748,14.68109,35.48709,18.40897,114.0927,12.97987,2.064987,NaN,NaN,5868077928100796288,0.109265621563029,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001cad
AWI000350p,130.084166666667,-43.0365,163385,130.0841806,-43.0365122,0.0572113137348409,J084020.20-430211.4,AWI000350p,0.6,262.3897992,-0.7789869,6.301,0.094,6.059,0.031,5.403,0.015,4.537,0.03,8.67,0.019,7.264,0.024,6.581,0.021,1.406,0.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5523362100540852224,14.06593,-0.121333473393495,0.117998944321917,-2.35431091544686,0.197579218697101,3.07467269962197,0.190458667210804,258,7209.119,16,141.0595,14.06593,20.96157,18.37916,45.97436,12.41181,1.968456,NaN,NaN,5523362100540852224,0.0601993962804492,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI000350p
AWI0001po3,310.0665,46.2337777777778,10728,310.0665231,46.2337778,0.0575232871186921,J204015.96+461401.6,AWI0001po3,0.533333333333333,84.9152001,2.741636,7.36,0.027,7.307,0.02,6.564,0.016,5.725,0.036,10.032,0.021,8.518,0.023,7.787,0.023,1.514,0.731000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2070518766079184768,15.88632,-0.160733147919175,0.154050592735622,-2.35258292189172,0.25649646354134,-2.94987568848967,0.269914447111081,228,4029.908,16,178.8145,15.88632,9.465838,21.07431,56.76954,14.14805,2.118351,NaN,NaN,2070518766079184768,0.0609627182425743,2,21.8743,0.112869,15.8337,0.065581,19.6105,0.053091,12.6855,0.033359,13.8443,0.01035,59,0.0376592940363454,24,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001po3
AWI0001me4,280.276791666667,0.721694444444444,22903,280.2768018,0.7217068,0.0575243389354138,J184106.43+004318.1,AWI0001me4,0.666666666666667,32.3964224,2.6276725,6.861,0.072,6.727,0.023,5.91,0.016,5.118,0.03,9.714,0.023,8.063,0.031,7.242,0.018,1.651,0.821000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4272713597270421504,16.48536,0.252189671859864,0.251398627748623,-1.4753151833465,0.436938970978691,-2.01532503228513,0.520574426245685,151,1706.033,10,74.9015,16.48536,2.993518,21.70884,25.52391,14.59509,2.435542,NaN,NaN,4272713597270421504,0.133212289929022,8,21.3615,0.160907,17.0347,0.006707,20.7272,0.035015,12.9343,0.017039,14.3763,0.032987,61,0.132226921895156,44,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001me4
AWI0002amw,276.232958333333,-2.39822222222222,73468,276.2329717,-2.398231,0.0575329477113771,J182455.91-022353.6,AWI0002amw,0.533333333333333,27.7608202,4.7916497,7.48,0.033,7.43,0.019,6.875,0.016,6.242,0.061,9.659,0.021,8.367,0.057,7.777,0.034,1.292,0.590000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4270338755243090176,14.31688,0.0257584776416356,0.129048720325045,0.544427249941099,0.216961956404404,-3.35015069679707,0.18970888960368,150,1844.635,11,339.1197,14.31688,31.28158,17.8886,104.2286,12.75023,1.83069,NaN,NaN,4270338755243090176,0.0279428085446946,15,18.96,0.021961,13.487,-999,16.3652,0.014166,11.68,-999,12.284,-999,62,0.0426154067046079,39,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002amw
AWI0005ltf,289.263291666667,28.8508333333333,298119,289.2633008,28.8508472,0.057631439536273,J191703.19+285103.0,AWI0005ltf,0.6,61.502824,7.6478262,6.962,0.055,6.653,0.023,5.856,0.015,5.261,0.035,8.187,0.034,7.397,0.023,7.031,0.02,0.789999999999999,0.366000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2038228171158670720,13.20706,-0.118701415602715,0.0970351351462032,-2.52530311451188,0.142598234625505,-4.3630233302819,0.146815989496669,287,5187.336,16,29.2188,13.20706,4.146461,15.63564,9.858786,11.11032,3.016758,NaN,NaN,2038228171158670720,0.0908747767685229,4,15.7276,0.004222,11.564,-999,13.31,-999,10,-999,10.538,-999,56,0.101702498555296,36,403981623,-7.9,10.6,-10,11.1,ucac4,NaN,NaN,,0.115028573636835,0,https://talk.diskdetective.org/#/subjects/AWI0005ltf
AWI0002ow8,11.269125,62.8341666666667,104076,11.269152,62.8341769,0.0576768892953306,J004504.59+625003.0,AWI0002ow8,0.733333333333333,122.2059008,-0.0285235,6.049,0.093,6.017,0.036,5.421,0.014,4.561,0.029,8.266,0.021,6.962,0.021,6.337,0.021,1.304,0.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,427767339552115456,13.04572,0.124968659134876,0.109374981373555,-0.608257998824393,0.158401711448686,0.0200436156827106,0.1570499082833,347,9667.018,20,335.2512,13.04572,51.34149,16.66595,100.4006,11.46841,1.847293,NaN,NaN,427767339552115456,0.0808921133019266,0,17.6486,0.043252,12.512,-999,15.2895,0.052233,10.482,-999,11.121,-999,58,0.205568866756162,28,420545151,-5.9,7.6,-4.7,7.2,ucac4,NaN,NaN,,0.132277934164696,0,https://talk.diskdetective.org/#/subjects/AWI0002ow8
AWI00066f5,289.25475,-10.293,319035,289.254764,-10.2930082,0.0577103975793596,J191701.14-101734.8,AWI00066f5,0.533333333333333,26.5680037,-10.3122538,6.346,0.087,6.049,0.029,5.544,0.015,5.124,0.033,8.007,0.023,7.143,0.046,6.726,0.018,0.864,0.417,99.999,99.999,99.999,14.126,12.66,10.383,9.999,9.999,9.999,0.208,0.186,0.151,4203749,1.86908827896166,0,4200105727730673792,12.07548,0.457048100860314,0.155878426977218,-3.55369285531427,0.204366642294671,-4.42420696285177,0.172789483586416,103,906.0997,8,21.93915,12.07548,1.987763,14.44451,7.026919,10.46391,1.962256,NaN,NaN,4200105727730673792,0.0371837416336622,10,13.192,-999,10.512,-999,11.434,-999,9.543,-999,9.88,-999,75,0.105777750507792,57,205250522,-21.6,4.7,26.5,5.4,ucac4,NaN,NaN,,0.249028870480857,0,https://talk.diskdetective.org/#/subjects/AWI00066f5
AWI0001n63,284.128916666667,8.73738888888889,6739,284.1289306,8.7373971,0.0577214064814084,J185630.94+084414.6,AWI0001n63,0.666666666666667,41.2899638,2.8533554,7.52,0.027,7.514,0.021,7.087,0.016,6.248,0.062,9.831,0.023,8.407,0.031,7.821,0.026,1.424,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4310382281542585856,14.82792,-0.0395161887662713,0.159210526773691,-1.86103823266403,0.325501973567352,-4.75392179335656,0.290152670835796,183,3162.309,11,143.3043,14.82792,15.71396,18.92633,48.75355,13.20861,1.909795,NaN,NaN,4310382281542585856,0.0362275764175267,5,19.96,0.024833,14.4164,0.023404,17.4678,0.013567,12.0229,0.014097,12.668,-999,60,0.0446852584531432,35,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001n63
AWI00042ka,131.585875,-48.1411111111111,173228,131.5858991,-48.1411113,0.0578987956623407,J084620.61-480828.0,AWI00042ka,0.6,267.056094,-3.1053505,6.401,0.089,6.243,0.025,5.525,0.014,4.495,0.022,8.078,0.024,7.017,0.033,6.595,0.024,1.061,0.422000000000001,14.835,1.978,16.813,15.893,13.918,11.436,0.303,0.403,0.265,0.3,0.273,0.259,22630775,0.451334558118006,0,5329072619177427328,12.18951,0.164310424148127,0.0890509524829771,-7.77344974340804,0.158357284304654,4.19165091455602,0.149363435611801,204,2897.865,15,109.2011,12.18951,18.63082,15.03632,37.87661,10.70109,1.731274,NaN,NaN,5329072619177427328,0.0495522129274996,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145102527,-7.8,2.1,5.8,2.2,ucac4,NaN,NaN,,0.0969672413341236,0,https://talk.diskdetective.org/#/subjects/AWI00042ka
AWI0004cb6,283.427708333333,-5.95544444444444,194829,283.4277245,-5.9554448,0.0579000391757609,J185342.65-055719.6,AWI0004cb6,1.16666666666667,27.8843765,-3.2152982,7.122,0.031,6.81,0.02,6.091,0.014,5.51,0.036,9.31,0.022,8.34,0.042,7.797,0.034,0.970000000000001,0.543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4253990426172985472,14.1356,0.270587489243834,0.125869648219757,-2.98683128822568,0.222426426936709,-8.1710084743902,0.223210076796643,150,1988.385,10,16.80534,14.1356,3.991229,18.1387,5.730601,12.37678,2.170894,NaN,NaN,4253990426172985472,0.0646702006889883,36,19.1202,0.060159,13.156,-999,16.6791,0.014356,11.329,-999,11.845,-999,49,0.0257629215763082,59,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004cb6
AWI0005mnb,337.807041666667,66.2464166666667,347859,337.8070671,66.2464291,0.057996939485234,J223113.69+661447.1,AWI0005mnb,0.8,109.4501099,7.1164992,6.283,0.083,6.014,0.042,5.39,0.015,4.734,0.029,8.159,0.029,7.034,0.023,6.47,0.02,1.125,0.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2212750799961462912,13.45408,-0.0881704584904201,0.10853926457769,-0.957354708348149,0.188070127573334,-0.320014789462835,0.186571372182752,260,7267.711,18,116.3546,13.45408,18.89514,17.57462,34.13504,11.79532,1.979501,NaN,NaN,2212750799961462912,0.0568141394285118,2,18.624,0.052456,12.451,-999,16.0271,0.039476,10.288,-999,11.015,-999,75,0.18264073065884,11,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005mnb
AWI00040ug,298.459291666667,23.3064444444444,210257,298.4593073,23.3064518,0.0580758480984311,J195350.23+231823.2,AWI00040ug,0.533333333333333,60.6485615,-2.2576271,7.138,0.031,7.206,0.02,6.554,0.016,5.814,0.042,9.134,0.02,7.958,0.036,7.464,0.017,1.176,0.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1828130087730641664,13.76336,0.106540449746937,0.110478705142414,-4.52840355056327,0.147842542546279,-5.95668544698806,0.166982540266163,301,5922.259,15,253.3084,13.76336,31.61034,17.22993,83.31081,12.22009,1.79504,NaN,NaN,1828130087730641664,0.0612042255157828,8,18.2515,0.016073,12.814,-999,15.9,0.064598,11.13,-999,11.668,-999,76,0.0723760135772614,42,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00040ug
AWI00044f6,214.910583333333,-64.7870833333333,212570,214.9106163,-64.7870913,0.0581241763017864,J141938.54-644713.5,AWI00044f6,0.733333333333333,312.1520639,-3.5060707,7.558,0.032,7.562,0.02,6.969,0.016,6.382,0.05,9.117,0.026,8.16,0.036,7.762,0.024,0.957000000000001,0.398000000000001,11.397,0.596,11.993,11.645,11.226,10.902,0.038,0.046,0.026,0.027,0.068,0.049,31056688,0.818956278896652,0,5852670746569312512,11.17837,4.5704995704632,0.231353627379341,-12.0935556519724,0.261896179916938,-8.9285679624026,0.354228916661344,320,22241.82,17,479.5876,11.17837,1000.459,11.5793,475.5153,10.57285,1.2509,-8.21908442682254,2.33431492278498,5852670746569312512,0.519790655963895,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,337029145,-10.8208,1.78934,-9.16881,1.86893,tgas,3.85607,0.959092,tgas,0.108320862642509,1,https://talk.diskdetective.org/#/subjects/AWI00044f6
AWI0002avi,279.1205,2.57161111111111,105015,279.1205039,2.5716268,0.0581954909493772,J183628.92+023417.8,AWI0002avi,0.533333333333333,33.51965,4.4988631,6.744,0.067,6.452,0.023,5.686,0.015,5.049,0.034,8.888,0.024,7.599,0.02,6.989,0.024,1.289,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4279939450265358464,14.58523,0.0959225715755319,0.186975804308406,-3.31789552466211,0.322394852731833,-6.90231988733521,0.322889472936736,186,6266.259,11,35.02319,14.58523,5.442452,19.03434,11.11598,12.85798,2.103014,NaN,NaN,4279939450265358464,0.042496759181486,5,20.5793,0.052798,13.201,-999,17.9526,0.060998,11.121,-999,11.767,-999,62,0.0754988680259224,29,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002avi
AWI0001db2,233.198958333333,-53.1385833333333,35570,233.198964,-53.1385992,0.0584162035571229,J153247.75-530818.9,AWI0001db2,0.8,325.8028634,2.4137033,7.482,0.027,7.362,0.019,6.198,0.015,4.998,0.028,9.647,0.022,8.307,0.033,7.647,0.02,1.34,0.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5888623849073666304,15.04997,-0.347627138413927,0.193157136403622,-6.41654390786819,0.392913082239897,-2.29973789420381,0.348308958568902,259,6166.698,13,176.4858,15.04997,19.15577,19.86706,54.64018,13.34058,2.065409,NaN,NaN,5888623849073666304,0.128154370754467,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001db2
AWI0005kw0,273.736833333333,-1.39166666666667,334635,273.7368495,-1.3916684,0.0585164916512259,J181456.84-012330.0,AWI0005kw0,0.733333333333333,27.4982493,7.4690874,7.543,0.025,7.405,0.018,6.193,0.015,5.16,0.037,9.749,0.024,8.423,0.031,7.943,0.021,1.326,0.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4274073246480472192,14.26927,-0.0514844625519758,0.156649671572452,0.595486859338172,0.210891325181101,-5.14069427607799,0.181024305029587,143,1564.326,10,112.6508,14.26927,17.35021,17.47026,43.69439,12.72166,1.810464,NaN,NaN,4274073246480472192,0.130662346445822,4,19.0104,0.016512,13.6424,0.001,16.1405,0.030574,11.8,-999,12.46,-999,70,0.136692835060757,37,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005kw0
AWI0001ool,294.304166666667,26.4040555555556,56881,294.3041805,26.4040661,0.0585709524199815,J193713.00+262414.6,AWI0001ool,0.533333333333333,61.4404495,2.5565704,7.346,0.029,7.444,0.02,6.548,0.016,5.677,0.04,9.18,0.03,8.06,0.017,7.595,0.023,1.12,0.465000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2024969465364075776,13.60887,-0.267944466676038,0.104051170396922,-2.93371187448054,0.131237268657234,-6.31929890606977,0.160372567138272,295,4297.272,14,306.9274,13.60887,42.82946,16.81019,101.7079,12.0865,1.769712,NaN,NaN,2024969465364075776,0.0226886729352018,27,17.8021,0.032011,12.706,-999,15.5859,0.0048,11.109,-999,11.614,-999,75,0.052084701696215,46,213847385,6.6,7.1,5.6,7,ucac4,NaN,NaN,,12.9266512549864,0,https://talk.diskdetective.org/#/subjects/AWI0001ool
AWI0003fon,240.593916666667,-54.908,187380,240.5939367,-54.9080115,0.0585916850855239,J160222.54-545428.8,AWI0003fon,0.533333333333333,328.1217165,-1.6607628,7.372,0.029,7.304,0.021,6.377,0.018,5.458,0.041,9.598,0.024,8.243,0.053,7.686,0.031,1.355,0.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5836592003936790656,14.51573,0.0649092672807306,0.105638996038331,-5.94766936869892,0.161981802197337,-4.81890834093639,0.132562935440231,440,5189.29,16,485.46,14.51573,25.13436,18.03169,202.3529,12.91501,1.889601,NaN,NaN,5836592003936790656,0.0420466407573123,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003fon
AWI00065bv,276.784708333333,-37.2063055555556,383855,276.7847287,-37.2063074,0.0587729835103254,J182708.33-371222.7,AWI00065bv,0.8,356.8759387,-11.5785977,7.753,0.03,7.595,0.02,7.008,0.019,6.48,0.058,9.213,0.023,8.392,0.029,8.165,0.02,0.821,0.227,14.171,1.651,15.823,14.872,13.582,99.999,0,0.072,0.072,0.027,0.021,9.999,19301681,3.95575562352407,0,6728004254182606336,12.95328,-0.0613020678910459,0.087540413355244,-1.76326697838087,0.148619077024347,-4.54915050541134,0.133979622160743,165,1694.207,10,27.80837,12.95328,4.672952,15.16372,11.17684,11.49568,1.726763,NaN,NaN,6728004254182606336,0.00499468905911974,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60753332,5.9,2.7,-10.7,2.7,ucac4,NaN,NaN,,0.141527050737033,1,https://talk.diskdetective.org/#/subjects/AWI00065bv
AWI0001yhe,268.847583333333,-17.8834166666667,100863,268.8476003,-17.8834193,0.0588967734085778,J175523.42-175300.3,AWI0001yhe,0.533333333333333,10.6494928,3.7298605,6.795,0.065,6.746,0.02,5.921,0.015,4.866,0.034,8.625,0.029,7.439,0.034,6.937,0.023,1.186,0.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4144450270205176576,13.22712,0.464092932200296,0.147436866505742,-1.01172286955228,0.235587590865461,-4.73310598858215,0.192967881839717,146,2046.691,11,310.4776,13.22712,33.68181,16.48042,105.0995,11.65908,1.842304,NaN,NaN,4144450270205176576,0.0256961132473196,44,17.6423,0.037811,12.133,-999,15.2067,0.001682,10.56,-999,11.076,-999,73,0.316775185342789,72,224036294,-6.3,3.6,6.8,2.8,ucac4,NaN,NaN,,0.0151410061077254,0,https://talk.diskdetective.org/#/subjects/AWI0001yhe
AWI0003o5s,188.133833333333,-64.9949444444444,172237,188.1338343,-64.9949608,0.0588983720725889,J123232.12-645941.8,AWI0003o5s,0.733333333333333,300.9347893,-2.1964537,8.048,0.023,8.008,0.019,7.025,0.017,5.981,0.035,10.177,0.023,8.903,0.047,8.341,0.023,1.274,0.562000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5861102660718869120,14.37394,-0.102550844487023,0.0908865907676134,-6.76352734651137,0.12281000432561,1.26994050859668,0.113329846313619,276,2283.112,18,147.689,14.37394,22.73038,17.18705,57.75718,12.8851,1.733595,NaN,NaN,5861102660718869120,0.147588460383458,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179556649,-6.9,8.6,-5.2,8.6,ucac4,NaN,NaN,,0.0159320865628734,1,https://talk.diskdetective.org/#/subjects/AWI0003o5s
AWI0005cae,218.053791666667,-37.30125,254715,218.0538087,-37.3012592,0.0589592277198803,J143212.91-371804.5,AWI0005cae,1,324.2534392,21.3629279,7.299,0.029,6.966,0.02,5.979,0.015,5.248,0.032,8.751,0.02,8.022,0.051,7.631,0.018,0.728999999999999,0.391,13.668,1.486,15.155,14.329,13.041,11.199,0.15,0.176,0.092,0.159,0.139,0.119,18659609,0.107178300877968,0,6106313609277240576,12.21657,0.0802012452511899,0.0744167283399423,-4.33295372983872,0.124833238560159,-0.61934457090133,0.106811249421943,162,1101.718,10,41.6108,12.21657,9.984534,13.99926,15.38825,10.80627,1.703442,NaN,NaN,6106313609277240576,0.0854197627837259,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158813276,1.4,2.6,-1,2.8,ucac4,NaN,NaN,,0.155439631950734,0,https://talk.diskdetective.org/#/subjects/AWI0005cae
AWI0002af4,274.382291666667,-7.06394444444444,103784,274.3822927,-7.0639608,0.0589956228029381,J181731.75-070350.2,AWI0002af4,0.666666666666667,22.7575717,4.2511233,6.542,0.071,6.347,0.024,5.454,0.014,4.419,0.024,8.612,0.026,7.322,0.023,6.716,0.024,1.29,0.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4160437409783637632,13.78715,0.266578565592726,0.155972279361723,-1.10596286199884,0.250337989809119,-4.77473213562898,0.246123984849249,134,2730.727,9,140.746,13.78715,24.14124,18.00648,49.44646,12.1366,1.963287,NaN,NaN,4160437409783637632,0.0416474203355078,8,19.3401,0.022729,12.92,-999,16.5831,0.04828,10.854,-999,11.501,-999,69,0.0653093396851918,41,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002af4
AWI0002y11,230.578416666667,-58.7906388888889,158627,230.5784425,-58.7906484,0.0591151891567462,J152218.82-584726.3,AWI0002y11,1,321.4200977,-1.4441953,8.152,0.023,8.186,0.019,7.525,0.031,6.703,0.08,10.716,0.021,9.154,0.025,8.465,0.023,1.562,0.689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5876836603375859968,16.45547,0.303069589590349,0.161294574184431,-4.12835728084749,0.191648067486322,-3.4406821437317,0.269675934540736,391,3316.391,16,412.5554,16.45547,11.68902,20.11413,66.23537,14.66099,2.249606,NaN,NaN,5876836603375859968,0.0799292452560924,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46600960,-8.8,3.7,-15.8,3.7,ucac4,NaN,NaN,,15.9795970471921,0,https://talk.diskdetective.org/#/subjects/AWI0002y11
AWI0002m4l,276.95825,1.27541666666667,141413,276.9582659,1.2754209,0.0592203676654969,J182749.98+011631.5,AWI0002m4l,0.666666666666667,31.3731831,5.8331056,6.012,0.108,5.812,0.044,5.083,0.015,4.146,0.026,8.266,0.024,6.907,0.042,6.321,0.026,1.359,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4276732277914091776,13.42735,-0.460651473560971,0.251322300962743,-3.35771828413913,0.282308458098398,-4.3494661860273,0.229318100768651,105,1984.355,9,123.2535,13.42735,22.34234,17.79127,42.53987,11.78118,1.953569,NaN,NaN,4276732277914091776,0.0557813089276849,3,18.8,0.011556,12.961,-999,16.3085,0.014058,10.524,-999,11.336,-999,72,0.0833344608927953,28,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0002m4l
AWI0004e59,313.260458333333,38.6115,196409,313.2604791,38.6115031,0.0594735575488981,J205302.51+383641.4,AWI0004e59,0.533333333333333,80.439522,-3.8629914,6.964,0.038,7.021,0.02,5.871,0.016,4.815,0.02,8.773,0.032,7.65,0.02,7.226,0.02,1.123,0.424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1872696489437147264,12.93347,0.12744804229436,0.0902009327639687,-3.65879157342168,0.136445360569378,-3.54357235143365,0.151655694653382,290,5176.464,16,319.9428,12.93347,46.10176,15.61088,110.2592,11.48853,1.674391,NaN,NaN,1872696489437147264,0.0143203566826074,8,16.2189,0.002927,12.248,-999,14.3245,0.020688,10.614,-999,11.166,-999,58,0.0417384855911227,37,195087460,6.2,5.8,6,6.1,ucac4,NaN,NaN,,0.118952924325244,0,https://talk.diskdetective.org/#/subjects/AWI0004e59
