Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,256,G_distance,G_distance_error,G_dist_mod,,,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI00022r4,311.4158333,48.33133333,56219,311.4158336,48.3313608,0.09888206,J204539.80+481952.8,AWI00022r4,0.666666667,87.1344386,3.3126354,7.238,0.034,7.092,0.019,6.037,0.015,4.857,0.027,9.99,0.02,8.407,0.031,7.69,0.02,1.583,0.717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.16756E+18,15.92113,-0.215353812,0.163167895,-1.319829563,-4643.521244,3518.2734,#NUM!,,,-2.518170029,0.265830211,-2.954858838,0.233624927,219,2988.967,15,256.3461,15.92113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.16756E+18,0.059834787,2,21.9321,0.137787,15.9366,0.007844,19.5119,0.030875,12.6118,0.016021,13.8554,0.015662,73,0.03530276,37,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00022r4
AWI00040vq,299.0135,24.20144444,156898,299.0135315,24.2014521,0.107042001,J195603.24+241205.2,AWI00040vq,0.533333333,61.6777521,-2.2305316,6.297,0.083,6.038,0.032,5.571,0.015,4.913,0.029,8.555,0.019,7.169,0.026,6.57,0.021,1.386,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1.83438E+18,14.01362,-0.210415028,0.15823097,-1.329796735,-4752.512263,3573.863687,#NUM!,,,0.112882723,0.227896829,-2.638460034,0.228227726,281,10366.55,15,351.2265,14.01362,42.30001,18.59978,111.561,12.3325,2.014603,NaN,NaN,1.83438E+18,0.071112121,10,19.6478,0.024228,13.369,-999,16.9963,0.017592,10.866,-999,11.696,-999,62,0.022789136,42,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00040vq
AWI0001me6,280.282375,1.240583333,8133,280.2824036,1.2405861,0.103416605,J184107.77+011426.1,AWI0001me6,0.6,32.8613662,2.8591674,6.781,0.063,6.746,0.02,5.699,0.016,4.698,0.035,9.397,0.022,7.89,0.031,7.159,0.02,1.507,0.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.27879E+18,15.41623,-0.401434249,0.301318833,-1.332257411,-2491.067973,1869.809807,#NUM!,,,-2.412140126,0.500427232,-4.976083878,0.45709759,125,3521.131,9,72.02296,15.41623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.27879E+18,0.060152274,3,21.3802,0.023792,15.2687,0.000833,18.8805,0.024397,12.0422,0.002151,13.267,0.005412,63,0.050909618,37,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001me6
AWI0001poa,310.1778333,46.45613889,44246,310.1778466,46.4561403,0.033292183,J204042.68+462722.1,AWI0001poa,0.533333333,85.1384982,2.8165089,7.033,0.038,7.086,0.02,6.304,0.016,5.314,0.04,9.535,0.022,8.124,0.031,7.495,0.023,1.411,0.629,14.042,0.652,14.694,14.374,13.857,99.999,0.037,0.059,0.046,0,0,9.999,53787815,13.51609931,0,2.07128E+18,14.65527,-0.188994002,0.141724606,-1.333529923,-5291.1732,3967.794881,#NUM!,,,-1.277838764,0.251776818,-4.087611738,0.215020289,200,5027.107,14,157.8486,14.65527,12.71478,18.67792,62.71783,13.01475,1.948358,NaN,NaN,2.07128E+18,0.027440912,8,20.0175,0.062344,14.208,0,17.3062,0.068814,11.739,-999,12.39,-999,68,0.043212636,33,195479522,1.1,2.2,-7,2.5,ucac4,NaN,NaN,,13.85361982,0,https://talk.diskdetective.org/#/subjects/AWI0001poa
AWI000428c,82.50241667,27.45319444,195194,82.5024572,27.4531994,0.130710782,J053000.58+272711.5,AWI000428c,0.857142857,179.4127921,-3.6989317,6.753,0.073,6.704,0.022,5.859,0.015,4.968,0.035,8.559,0.024,7.447,0.026,6.94,0.024,1.112,0.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3.44222E+18,13.41157,-0.196899799,0.145000881,-1.357921395,-5078.725358,3740.073157,#NUM!,,,0.312451978,0.245804247,-1.861504797,0.174789449,156,2905.121,11,140.877,13.41157,25.361,17.0131,46.36701,11.81029,1.888379,NaN,NaN,3.44222E+18,0.078634104,1,18.0644,0.001831,12.592,-999,15.8198,0.043568,10.567,-999,11.251,-999,59,0.099788057,21,73735341,-1.6,4.1,-4.2,5.5,ucac4,NaN,NaN,,0.049770395,0,https://talk.diskdetective.org/#/subjects/AWI000428c
AWI0001mvm,282.6534167,6.124694444,1846,282.6534534,6.1246995,0.132738812,J185036.82+060728.9,AWI0001mvm,0.666666667,38.2940146,2.9711753,6.396,0.081,6.318,0.025,5.407,0.014,4.509,0.032,8.688,0.027,7.31,0.018,6.593,0.018,1.378,0.717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.28574E+18,14.61769,-0.311919511,0.227521147,-1.370947337,-3205.955268,2338.496294,#NUM!,,,-2.826263491,0.388010236,-6.161061374,0.336975441,151,5750.207,11,153.5931,14.61769,27.60529,19.40971,49.33466,12.87345,2.132699,NaN,NaN,4.28574E+18,0.033446348,8,20.4937,0.047877,13.43,-999,18.011,0.038667,11.121,-999,11.847,-999,65,0.01711947,48,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001mvm
AWI0005nsp,151.475125,-66.15922222,339266,151.475133,-66.1592447,0.081753017,J100554.03-660933.2,AWI0005nsp,0.533333333,287.2582236,-8.4630825,6.925,0.059,6.537,0.023,5.859,0.014,5.307,0.034,8.506,0.026,7.635,0.033,7.157,0.023,0.871,0.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.24615E+18,13.74572,-0.178374146,0.129606821,-1.376271281,-5606.193629,4073.465533,#NUM!,,,-3.782809495,0.213096142,3.639602659,0.240229325,218,6572.707,17,25.3337,13.74572,3.185706,17.33861,6.336725,11.70929,2.806464,NaN,NaN,5.24615E+18,0.027869373,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0005nsp
AWI0000pa8,13.44966667,-72.03594444,402976,13.449699,-72.0359668,0.088124047,J005347.92-720209.4,AWI0000pa8,0.705882353,302.6740729,-45.0910097,8.302,0.023,8.266,0.02,7.513,0.017,6.115,0.041,9.274,0.021,8.451,0.04,8.252,0.021,0.823,0.199,12.416,1.984,14.399,13.286,11.698,10.904,0.06,0.085,0.061,0.006,0.041,0.059,33501840,0.687074783,0,4.68908E+18,11.81459,-0.037093007,0.026868094,-1.380559668,-26959.2594,19527.7756,#NUM!,,,0.796817592,0.066456437,-1.063570934,0.045335302,208,466.005,18,73.25743,11.81459,17.22205,12.73895,31.5433,10.70034,1.501784,142.3202363,2.536104174,4.68908E+18,0.039748269,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181447098,-0.5,1.3,2.5,1.3,ucac4,NaN,NaN,,0.065018284,0,
AWI0002bdr,285.763625,14.42725,77260,285.7636602,14.4272545,0.123788467,J190303.27+142538.1,AWI0002bdr,0.6,47.0968327,4.0105462,7.253,0.037,7.332,0.02,6.384,0.015,5.536,0.036,8.999,0.021,7.905,0.021,7.488,0.021,1.094,0.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.50663E+18,13.34011,-0.16901118,0.121036605,-1.396364191,-5916.768331,4237.267305,#NUM!,,,-1.949819646,0.189118502,-6.440428039,0.1792215,234,2979.136,12,114.3324,13.34011,19.19365,16.38108,40.6199,11.83786,1.744052,NaN,NaN,4.50663E+18,0.068256566,18,17.0981,0.025458,12.692,-999,15.0345,0.043545,10.852,-999,11.477,-999,73,0.157150645,45,355287554,0.1,7.5,2.2,7.4,ucac4,NaN,NaN,,0.073460587,0,https://talk.diskdetective.org/#/subjects/AWI0002bdr
AWI0001oz3,297.6094583,32.08666667,17762,297.6094694,32.0866734,0.041556322,J195026.27+320512.0,AWI0001oz3,0.533333333,67.8108972,2.8798225,6.553,0.071,6.332,0.024,5.868,0.016,5.339,0.036,8.48,0.026,7.286,0.024,6.777,0.018,1.194,0.509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.03389E+18,13.10395,-0.1327006,0.094969249,-1.397300715,-7535.760962,5393.084594,#NUM!,,,-1.934348218,0.153918866,-3.239511084,0.174075945,273,5708.951,17,90.91939,13.10395,15.39539,16.32108,29.65263,11.4842,1.931608,NaN,NaN,2.03389E+18,0.051115697,12,17.2942,0.039208,12.187,-999,14.7372,0,10.479,-999,11.024,-999,78,0.077752453,40,83410074,-27.2,8.5,27.3,7.7,ucac4,NaN,NaN,,0.145183088,2,https://talk.diskdetective.org/#/subjects/AWI0001oz3
AWI0002kn2,267.4509167,-14.40777778,88367,267.4509448,-14.4077982,0.122587748,J174948.22-142428.0,AWI0002kn2,0.666666667,12.9892836,6.6368007,7.204,0.033,7.018,0.021,6.369,0.017,5.821,0.048,8.973,0.026,7.938,0.017,7.46,0.026,1.035,0.478,12.123,0.701,12.825,12.44,11.917,11.631,0.037,0.046,0.027,0.019,0.055,0.057,1501278,13.40583339,0,4.14875E+18,13.86834,-0.348825984,0.249308914,-1.399171728,-2866.758916,2048.897115,#NUM!,,,-0.759288797,0.286185676,-4.213493233,0.229129649,116,1618.975,10,29.79647,13.86834,8.595116,17.79713,11.88004,12.28588,1.849472,NaN,NaN,4.14875E+18,0.067907812,13,17.7936,0.008065,12.477,-999,16.4515,0.07053,10.885,-999,11.376,-999,59,0.090403048,57,421043014,9,2,-1.7,3.3,ucac4,NaN,NaN,,13.7667823,0,https://talk.diskdetective.org/#/subjects/AWI0002kn2
AWI0001ca7,212.266,-58.87208333,26888,212.2660378,-58.8720908,0.07530724,J140903.84-585219.5,AWI0001ca7,0.6,312.8319711,2.4995931,7.362,0.028,7.381,0.019,6.656,0.016,6.002,0.041,9.607,0.022,8.267,0.038,7.62,0.017,1.34,0.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.86786E+18,14.78971,-0.276533922,0.197375221,-1.401056934,-3616.192884,2581.046349,#NUM!,,,-6.400764506,0.29775647,-3.819475396,0.287102289,251,5036.129,13,96.26607,14.78971,13.82365,18.85042,30.0264,13.15932,1.929812,NaN,NaN,5.86786E+18,0.078714443,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210498809,-8.5,3.4,-15.4,3.3,ucac4,NaN,NaN,,14.95333811,0,https://talk.diskdetective.org/#/subjects/AWI0001ca7
AWI0001wtz,264.168375,-26.09330556,19349,264.1683835,-26.0933285,0.087051577,J173640.41-260535.9,AWI0001wtz,0.533333333,1.3651857,3.1864658,7.638,0.032,7.41,0.02,6.425,0.017,5.722,0.056,10.29,0.024,8.891,0.061,8.226,0.02,1.399,0.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.062E+18,15.68961,-0.272417532,0.194289254,-1.402123516,-3670.835689,2618.054434,#NUM!,,,-2.666757157,0.305114539,-7.888988985,0.230817763,151,1430.653,11,134.3483,15.68961,11.0989,19.57887,46.20129,14.00437,2.031891,NaN,NaN,4.062E+18,0.08884786,17,20.6744,0.090461,15.1657,0.007366,17.8751,0.006357,12.721,0.013258,13.4792,0.012618,75,0.088434707,65,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001wtz
AWI0004dpk,299.7520833,23.42602778,199190,299.7520883,23.4260336,0.026617398,J195900.50+232533.7,AWI0004dpk,0.6,61.3663438,-3.210863,7.272,0.035,7.272,0.02,6.348,0.014,5.397,0.038,9.212,0.022,8.029,0.033,7.46,0.026,1.183,0.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1.83334E+18,14.30141,-0.179805857,0.125904255,-1.428115808,-5561.554095,3894.329901,#NUM!,,,-2.383353773,0.177564987,-4.131634016,0.173138955,294,7093.25,14,98.66967,14.30141,16.5611,18.30421,35.80203,12.66006,1.950155,NaN,NaN,1.83334E+18,0.05544476,14,19.2944,0.02037,13.498,-999,16.8303,0.131129,11.314,-999,12.048,-999,71,0.047492047,31,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004dpk
AWI0005iu8,262.2892917,-20.75430556,341544,262.2892964,-20.7543106,0.024159592,J172909.43-204515.5,AWI0005iu8,0.533333333,4.9478151,7.5174391,7.712,0.025,7.484,0.02,6.918,0.018,6.349,0.066,9.735,0.027,8.624,0.038,8.176,0.031,1.111,0.448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.12099E+18,13.57603,-0.15914261,0.110425778,-1.441172643,-6283.672227,4360.110675,#NUM!,,,-0.043393946,0.176936491,-2.70129181,0.123791172,134,685.0516,10,64.56241,13.57603,11.73054,16.23378,14.87437,12.25842,1.497127,NaN,NaN,4.12099E+18,0.076261514,30,17.4709,0.009895,13.203,-999,15.772,0.007032,11.569,-999,12.121,-999,59,0.097173223,70,165743765,0.8,5.6,-7.6,6.6,ucac4,NaN,NaN,,0.083543837,1,https://talk.diskdetective.org/#/subjects/AWI0005iu8
AWI00041wp,350.0109583,58.42911111,155789,350.0109774,58.4291381,0.103593001,J232002.63+582544.8,AWI00041wp,0.733333333,111.1923365,-2.3439265,7.285,0.037,7.29,0.021,6.635,0.016,5.809,0.04,9.615,0.023,8.197,0.023,7.587,0.026,1.418,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.01045E+18,14.47548,-0.169508867,0.116839024,-1.450789825,-5899.396386,4066.334272,#NUM!,,,-1.003433072,0.163265537,-0.416096858,0.153007365,274,4113.202,17,316.3237,14.47548,30.03519,18.05038,80.11134,12.89304,1.857031,NaN,NaN,2.01045E+18,0.075682081,4,19.2821,0.011603,14.054,0.009772,16.6805,0.019593,11.784,-999,12.42,-999,87,0.046091849,32,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00041wp
AWI0000y4q,172.907375,-60.52227778,39311,172.9073882,-60.5223034,0.095157886,J113137.77-603120.2,AWI0000y4q,0.666666667,293.2641851,0.8427923,7.31,0.028,7.273,0.02,6.649,0.017,6.039,0.04,9.26,0.022,8.135,0.027,7.626,0.02,1.125,0.509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.33596E+18,13.99003,-0.183637149,0.126372587,-1.453140692,-5445.521277,3747.415035,#NUM!,,,-5.420127336,0.200204927,2.147356107,0.166005558,277,5908.661,19,110.1198,13.99003,18.57963,17.11748,36.2659,12.38172,1.915033,NaN,NaN,5.33596E+18,0.077530548,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318094197,10.7,6.5,11.6,6.5,ucac4,NaN,NaN,,0.040265307,1,https://talk.diskdetective.org/#/subjects/AWI0000y4q
AWI0001q16,321.9259167,53.83038889,14110,321.9259219,53.830394,0.021498626,J212742.22+534949.4,AWI0001q16,0.6,95.6390635,2.125061,6.372,0.083,6.188,0.027,5.619,0.015,4.922,0.025,8.567,0.018,7.198,0.044,6.644,0.017,1.369,0.554,99.999,99.999,99.999,17.678,14.663,12.268,9.999,9.999,9.999,0.098,0.023,0.077,56369846,0.516375898,0,2.17295E+18,13.19859,-0.120216528,0.082506147,-1.457061476,-8318.323763,5708.972408,#NUM!,,,-2.605778917,0.146579928,-2.519278703,0.123755882,229,3137.45,16,310.7454,13.19859,56.38283,16.29169,112.8114,11.6772,1.772181,-12.99760307,1.121819317,2.17295E+18,0.036381248,5,17.2564,0.01011,12.59,-999,14.6986,0.034669,10.67,-999,11.309,-999,66,0.105910088,18,383770316,-4.4,7.3,-0.6,7.7,ucac4,NaN,NaN,,0.016546163,0,https://talk.diskdetective.org/#/subjects/AWI0001q16
AWI00005bs,245.2165417,4.859861111,275056,245.2165653,4.8598703,0.090999664,J162051.97+045135.5,AWI00005bs,0.608695652,18.5652734,35.4665215,8.219,0.025,7.952,0.02,7.448,0.018,7.015,0.086,9.463,0.024,8.668,0.032,8.378,0.029,0.795,0.29,15.145,0.552,15.697,16.1,14.605,12.454,1.29,1.29,-0.024,1.688,1.363,0.534,37684233,0.292859913,0,4.43698E+18,13.2752,-0.144808242,0.098984988,-1.462931358,-6905.684258,4720.443117,#NUM!,,,-1.361571233,0.142677494,-4.157745746,0.079374142,399,5363.527,15,54.70354,13.2752,8.829283,15.42138,21.59078,11.88636,1.632497,NaN,NaN,4.43698E+18,0.06984542,0,14.4453,0.001747,12.401,-999,13.8148,0.004399,11.041,-999,11.517,-999,60,0.078758443,44,270569714,-6,3.4,-1.2,3.6,ucac4,NaN,NaN,,0.098078659,0,
AWI0005b9d,248.810875,-22.49527778,220967,248.8109149,-22.4952977,0.150850441,J163514.61-222943.0,AWI0005b9d,0.666666667,355.9541287,16.6140488,7.194,0.049,6.841,0.021,6.102,0.016,5.526,0.038,8.824,0.02,7.805,0.038,7.314,0.029,1.019,0.491,14.56,1.798,16.357,15.465,13.773,11.842,0.238,0.435,0.364,0.259,0.219,0.067,11520439,1.626239804,0,6.05126E+18,13.58154,-0.200976545,0.136659476,-1.470637463,-4975.704995,3383.366139,#NUM!,,,-5.21690452,0.243951067,-4.664958428,0.161500241,168,2185.751,10,19.44159,13.58154,2.35568,16.24395,6.96209,11.78458,2.292623,NaN,NaN,6.05126E+18,0.060512308,1,18.0013,0.151238,12.086,-999,13.411,-999,10.656,-999,11.114,-999,79,0.088396358,16,73221121,-9.1,1.8,-1.4,1.9,ucac4,NaN,NaN,,0.225739377,1,https://talk.diskdetective.org/#/subjects/AWI0005b9d
AWI0005el4,173.1027917,-53.51319444,346223,173.1028065,-53.5131983,0.034654705,J113224.67-533047.5,AWI0005el4,0.733333333,291.2333555,7.5540714,6.809,0.061,6.5,0.024,5.909,0.015,5.309,0.03,8.294,0.024,7.429,0.044,6.97,0.023,0.865,0.459,16.006,1.384,17.391,16.72,14.74,11.917,0,0,0,0,0.123,0.129,26500932,1.04552043,0,5.34517E+18,13.20849,-0.198423706,0.134663827,-1.473474437,-5039.720397,3420.297137,#NUM!,,,-3.641419903,0.172807834,-1.789829662,0.147833806,271,5592.076,17,30.2495,13.20849,3.693801,15.70278,9.006824,11.19084,2.805708,NaN,NaN,5.34517E+18,0.016836505,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92464221,-4.6,3.6,-8.4,3.9,ucac4,NaN,NaN,,0.048786678,0,https://talk.diskdetective.org/#/subjects/AWI0005el4
AWI0003nq0,176.1977083,-64.32255556,207302,176.1977436,-64.3225694,0.074231928,J114447.45-641921.2,AWI0003nq0,0.571428571,295.7890207,-2.3789552,6.501,0.064,6.293,0.022,5.52,0.015,4.541,0.028,8.95,0.021,7.552,0.033,6.898,0.017,1.398,0.654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.33272E+18,14.27284,-0.199909731,0.135429836,-1.476112928,-5002.257734,3388.80423,#NUM!,,,-5.364393971,0.199666334,1.412349118,0.197230249,311,9520.264,18,105.7793,14.27284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.33272E+18,0.09807274,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0003nq0
AWI0001o9e,290.5254167,19.84341667,17460,290.5254168,19.8434239,0.026043914,J192206.10+195036.3,AWI0001o9e,0.555555556,54.0109945,2.4709617,6.329,0.091,6.183,0.034,5.635,0.015,4.783,0.031,8.499,0.029,7.137,0.063,6.596,0.031,1.362,0.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.51583E+18,13.56684,-0.156847493,0.10612055,-1.478012444,-6375.619901,4313.644263,#NUM!,,,-1.976308138,0.120064045,-5.017301227,0.152333018,497,7637.615,14,625.1383,13.56684,58.9755,17.77913,293.3439,11.9782,1.855385,NaN,NaN,4.51583E+18,0.018603502,12,18.8912,0.017075,13.029,-999,16.2653,0.020669,10.685,-999,11.467,-999,93,0.02691539,42,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001o9e
AWI00057na,249.4997917,-24.36297222,221775,249.4998106,-24.3629982,0.112255089,J163759.95-242146.7,AWI00057na,0.533333333,354.8804226,14.9346918,7.834,0.027,7.713,0.02,7.045,0.018,6.217,0.06,10.577,0.021,8.884,0.038,8.154,0.021,1.693,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6.04747E+18,16.17675,-0.240585476,0.160402314,-1.499887818,-4156.52688,2771.225174,#NUM!,,,-0.770607767,0.346414297,-4.246555721,0.208214771,186,1295.893,11,181.0721,16.17675,11.01156,20.32729,58.9261,14.47897,2.050893,NaN,NaN,6.04747E+18,0.03876304,1,21.2869,0.159782,15.8425,0.018769,19.0673,0.01832,13.1639,0.011157,14.2745,0.007774,68,0.037308974,24,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00057na
AWI00056jt,202.8852917,-50.89936111,265621,202.8853284,-50.8993788,0.104933242,J133132.47-505357.7,AWI00056jt,0.866666667,309.364555,11.4708695,6.637,0.043,6.293,0.021,5.576,0.014,5,0.033,8.093,0.023,7.25,0.047,6.835,0.021,0.843,0.415,99.999,99.999,99.999,14.155,13.123,99.999,9.999,9.999,9.999,0.417,0,9.999,24814773,5.942869865,0,6.07016E+18,13.21467,-0.209262105,0.13913195,-1.504055004,-4778.696065,3177.208315,#NUM!,,,-7.254453819,0.269782975,1.3919455,0.248573171,188,4367.328,11,68.63956,13.21467,5.833382,16.80407,7.309973,11.36457,2.368199,NaN,NaN,6.07016E+18,0.202682647,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,420094449,-53.9,2.7,78.5,2.7,ucac4,NaN,NaN,,0.174049756,0,https://talk.diskdetective.org/#/subjects/AWI00056jt
AWI0000zk1,52.2935,58.38036111,74332,52.2935402,58.38038,0.101886126,J032910.44+582249.3,AWI0000zk1,0.666666667,142.3917426,1.5994084,7.785,0.025,7.606,0.019,6.928,0.02,5.997,0.053,11.231,0.02,9.34,0.017,8.48,0.019,1.891,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.50084E+17,17.24686,-0.295102293,0.195717355,-1.507798289,-3388.655476,2247.419632,#NUM!,,,0.84156493,0.249507495,0.155936885,0.287879226,384,1954.691,16,222.449,17.24686,8.033032,21.1304,85.79432,15.48736,2.174368,NaN,NaN,4.50084E+17,0.021928783,1,22.878,-999,17.3891,0.016156,21.047,0.118783,14.0281,0.016599,15.2939,0.022721,43,0.035137021,17,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0000zk1
AWI0001o27,289.2810833,17.05622222,2588,289.2811032,17.0562275,0.070965159,J191707.46+170322.4,AWI0001o27,0.666666667,50.9928632,2.2112652,6.849,0.059,6.75,0.02,5.577,0.015,4.578,0.027,9.586,0.022,8.065,0.057,7.34,0.024,1.521,0.725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.51337E+18,15.75469,-0.23221074,0.152573001,-1.521964817,-4306.43303,2829.522063,#NUM!,,,-2.386240033,0.255069955,-4.882884157,0.248919098,244,2889.72,14,119.5977,15.75469,12.58365,20.46381,40.42322,13.96981,2.214399,NaN,NaN,4.51337E+18,0.034146022,10,21.6238,0.110293,15.8385,0.005189,19.5396,0.092184,12.3986,0.012417,13.9247,0.020965,57,0.059342354,37,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001o27
AWI0005kor,271.4348333,-6.42725,349936,271.434861,-6.4272601,0.105441458,J180544.36-062538.1,AWI0005kor,0.8,21.9291265,7.130938,6.057,0.101,5.82,0.042,5.323,0.016,4.57,0.029,8.245,0.02,6.911,0.046,6.309,0.026,1.334,0.602,99.999,99.999,99.999,17.989,15.125,12.266,9.999,9.999,9.999,-0.11,0,0.037,1807171,0.259679123,0,4.17143E+18,12.96103,-0.223271944,0.146107031,-1.528139625,-4478.843075,2930.912203,#NUM!,,,-1.025639763,0.253342506,-8.78202421,0.271845141,123,1901.83,10,114.3932,12.96103,16.50383,16.54581,43.64975,11.38888,1.83951,NaN,NaN,4.17143E+18,0.099015699,1,17.4773,0.008783,12.425,-999,15.4843,0.033962,10.446,-999,11.081,-999,68,0.115037006,34,204777296,11.5,8.5,-10.8,8.2,ucac4,NaN,NaN,,0.075924588,0,https://talk.diskdetective.org/#/subjects/AWI0005kor
