Name,RA,DEC,MatchID,MatchRA,MatchDEC,dstArcSec,designation,ZooniverseID,goodFraction,glon,glat,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,j_h,h_k,A_Vmag,A_B_V,A_Bmag,A_gMag,A_rMag,A_iMag,A_Verr,A_B_Verr,A_Berr,A_gErr,A_rErr,A_iErr,A_objid,A_dstArcSec,A_contamination,G_source_id,G_phot_g_mean_mag,G_parallax,G_parallax_error,256,G_distance,G_distance_error,G_dist_mod,,,G_pmra,G_pmra_error,G_pmdec,G_pmdec_error,G_astrometric_n_good_obs_al,G_astrometric_chi2_al,G_visibility_periods_used,G_phot_g_mean_flux_over_error,G_phot_g_mean_mag1,G_phot_bp_mean_flux_over_error,G_phot_bp_mean_mag,G_phot_rp_mean_flux_over_error,G_phot_rp_mean_mag,G_phot_bp_rp_excess_factor,G_radial_velocity,G_radial_velocity_error,G_objid,G_dstArcSec,G_contamination,P_gMeanPSFMag,P_gMeanPSFMagErr,P_iMeanPSFMag,P_iMeanPSFMagErr,P_rMeanPSFMag,P_rMeanPSFMagErr,P_yMeanPSFMag,P_yMeanPSFMagErr,P_zMeanPSFMag,P_zMeanPSFMagErr,P_nDetections,P_dstArcSec,P_contamination,T_id,T_pmRA,T_e_pmRA,T_pmDEC,T_e_pmDEC,T_PMflag,T_plx,T_e_plx,T_PARflag,T_dstArcSec,T_contamination,ZooniverseURL
AWI0003m6g,116.0138333,-28.48041667,209433,116.0138464,-28.4804259,0.053051773,J074403.32-282849.5,AWI0003m6g,0.545454545,243.9970598,-2.2586265,6.702,0.08,6.526,0.024,5.801,0.016,5.021,0.04,8.454,0.03,7.333,0.063,6.83,0.02,1.121,0.503,15.235,2.317,17.552,16.343,14.141,11.699,0.021,0.04,0.034,0.056,0.047,0.191,14102432,0.241496176,0,5.59991E+18,12.67864,0.028011105,0.072776214,0.384893684,35700.12678,92753.21546,17.76334879,,,-2.055772118,0.11901304,2.302221749,0.114640676,274,3169.769,17,143.3412,12.67864,25.44415,15.57475,55.00331,11.18354,1.73925,NaN,NaN,5.59991E+18,0.040015357,2,16.6728,0.054615,12.064,-999,14.3835,0.02119,10.34,-999,10.92,-999,54,0.189125675,30,126443729,-2.9,2.5,4.7,2.5,ucac4,NaN,NaN,,0.064507085,0,https://talk.diskdetective.org/#/subjects/AWI0003m6g
AWI0003o4x,187.5094583,-64.79405556,222449,187.5094971,-64.794083,0.115299345,J123002.27-644738.6,AWI0003o4x,0.533333333,300.6548056,-2.01691,6.323,0.037,6.169,0.021,5.476,0.015,4.625,0.025,8.318,0.024,7.096,0.038,6.513,0.027,1.222,0.583,13.506,0.36,13.866,13.814,13.569,99.999,0.169,0.276,0.217,0,0,9.999,30767088,10.4015188,0,5.86122E+18,13.65591,0.046183284,0.120765617,0.382420799,21652.85616,56620.49824,16.67757595,,,-7.594714681,0.182762245,-0.35545892,0.190625531,300,6283.989,18,112.5853,13.65591,18.74573,17.81289,33.74691,12.00251,1.969305,NaN,NaN,5.86122E+18,0.111291214,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,450992109,-11.9,25.2,41.7,25.2,ucac4,NaN,NaN,,0.165818887,1,https://talk.diskdetective.org/#/subjects/AWI0003o4x
AWI0002fql,247.747875,-40.312,122395,247.7479044,-40.3120046,0.082387915,J163059.49-401843.2,AWI0002fql,0.625,341.7339375,5.4708597,6.93,0.034,6.783,0.019,5.848,0.015,4.786,0.031,8.786,0.02,7.504,0.038,6.948,0.02,1.282,0.556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,6.01704E+18,14.09694,0.077066408,0.207384258,0.371611659,12975.82208,34917.69364,15.56567441,,,-1.978298716,0.481598732,-3.626078583,0.370269882,132,3327.273,9,92.33086,14.09694,20.1135,17.36684,28.33415,12.45888,1.96204,NaN,NaN,6.01704E+18,0.094954619,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29462797,-0.7,25.1,0.1,25.1,ucac4,NaN,NaN,,0.081665399,0,https://talk.diskdetective.org/#/subjects/AWI0002fql
AWI0001mic,280.824125,2.26675,4563,280.8241464,2.2667617,0.08774948,J184317.79+021600.3,AWI0001mic,0.533333333,34.0229836,2.844211,7.615,0.027,7.619,0.02,6.789,0.017,5.792,0.04,10.225,0.023,8.74,0.021,8.065,0.02,1.485,0.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.27973E+18,15.83388,0.093785399,0.254202279,0.368940039,10662.64061,28900.74129,15.13932386,,,-2.387090564,0.396657754,-3.56951547,0.344336127,142,2441.045,10,229.7201,15.83388,5.520247,20.40106,76.55608,14.09362,2.126966,NaN,NaN,4.27973E+18,0.046101777,6,21.8015,0.051307,15.6667,0.023599,19.0354,0.021635,12.6699,0.017901,13.8529,0.026931,50,0.053818375,32,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001mic
AWI0004fvw,213.86575,-66.41669444,184774,213.8657793,-66.4167107,0.072149041,J141527.78-662500.1,AWI0004fvw,0.666666667,311.2080761,-4.9044458,6.872,0.077,6.818,0.021,5.987,0.013,5.053,0.034,8.741,0.023,7.669,0.044,7.136,0.026,1.072,0.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.84943E+18,13.47692,0.036554023,0.099923069,0.365821658,27356.77005,74781.71247,17.1853241,,,-8.046966819,0.100330721,-3.420059223,0.152170861,286,3817.084,15,176.719,13.47692,33.98845,17.00858,60.7357,11.89681,1.854201,NaN,NaN,5.84943E+18,0.052684438,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0004fvw
AWI00019hj,330.1257083,56.53322222,61729,330.1257384,56.533241,0.090180776,J220030.17+563159.6,AWI00019hj,0.733333333,100.9517148,1.1400074,6.076,0.096,5.949,0.04,5.354,0.015,4.539,0.028,8.182,0.034,6.827,0.036,6.218,0.016,1.355,0.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.19827E+18,13.23008,0.053872058,0.147367444,0.365562818,18562.49854,50777.8626,16.34318216,,,-2.326776198,0.287940976,-2.429342263,0.228013218,187,6948.863,14,100.9479,13.23008,19.58655,17.3806,36.28709,11.62983,1.876076,NaN,NaN,2.19827E+18,0.037902626,3,18.2029,0.044225,12.496,-999,15.8757,0.073641,10.336,-999,11.053,-999,81,0.054515977,22,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00019hj
AWI0003dy9,183.9648333,-64.19333333,167183,183.9648597,-64.1933474,0.06535995,J121551.56-641136.0,AWI0003dy9,0.6,299.0709038,-1.5885582,6.871,0.055,6.747,0.021,5.583,0.015,4.629,0.028,9.225,0.023,7.871,0.038,7.188,0.017,1.354,0.683,99.999,99.999,99.999,14.23,13.707,13.553,9.999,9.999,9.999,0,0,0.167,30712491,9.962808002,1,6.05332E+18,14.65113,0.050674948,0.138938841,0.364728449,19733.61668,54104.95604,16.47603344,,,-7.235105885,0.232046344,0.391895222,0.20222236,286,7190.363,18,174.3018,14.65113,25.29041,19.11303,52.08189,12.9489,2.05526,NaN,NaN,6.05332E+18,0.068977589,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,383407335,-9.9,3.8,4.3,3.8,ucac4,NaN,NaN,,13.14926928,0,https://talk.diskdetective.org/#/subjects/AWI0003dy9
AWI0005b5v,245.8401667,-27.66952778,238211,245.8401692,-27.6695359,0.030335066,J162321.64-274010.3,AWI0005b5v,0.533333333,350.0610825,15.2376917,7.398,0.037,7.354,0.021,6.924,0.017,6,0.063,9.016,0.024,8.058,0.044,7.673,0.024,0.958,0.385,13.763,0.802,14.565,14.139,12.682,11.827,0.155,0.171,0.071,0.09,0.125,0.169,12751651,0.498220711,0,6.04508E+18,12.12124,0.019706158,0.054189639,0.363651761,50745.55959,139544.38,18.52699023,,,-6.509996567,0.098214882,-4.247768626,0.072409618,308,901.2435,10,193.6437,12.12124,70.09449,13.13403,68.27431,10.9308,1.563721,NaN,NaN,6.04508E+18,0.074502882,5,14.0403,0.069874,11.564,-999,12.529,-999,10.56,-999,10.913,-999,85,0.079040895,35,392171429,-5.7,1.6,-5.3,2,ucac4,NaN,NaN,,0.310159668,1,https://talk.diskdetective.org/#/subjects/AWI0005b5v
AWI00041hk,310.9935417,37.92186111,204879,310.9935688,37.9218688,0.081875692,J204358.45+375518.7,AWI00041hk,0.533333333,78.7815123,-2.9123023,6.87,0.061,6.862,0.02,6.277,0.015,5.668,0.042,8.855,0.023,7.665,0.024,7.103,0.016,1.19,0.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.06327E+18,13.88261,0.04903734,0.135486488,0.361935277,20392.62341,56343.28767,16.5473655,,,-3.150144981,0.193145807,-5.147872218,0.195850551,204,4670.79,15,111.0403,13.88261,20.80548,17.73335,41.00236,12.28208,1.881654,NaN,NaN,2.06327E+18,0.029441514,5,18.5658,0.01352,13.187,-999,16.2268,0.015971,10.979,-999,11.72,-999,73,0.072943322,33,66043838,-15.1,4.5,-16,4.4,ucac4,NaN,NaN,,14.89401326,0,https://talk.diskdetective.org/#/subjects/AWI00041hk
AWI0001hif,263.5292083,-28.02030556,23058,263.5292311,-28.0203132,0.077409752,J173407.01-280113.1,AWI0001hif,0.533333333,359.4325661,2.6280566,7.094,0.056,6.95,0.021,6.276,0.016,5.484,0.052,9.289,0.027,7.99,0.029,7.343,0.046,1.299,0.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.06117E+18,14.76423,0.0694863,0.192565701,0.360844638,14391.32596,39882.33286,15.79050405,,,-5.840133843,0.331329328,-5.158924654,0.227258958,139,2279.411,11,223.5873,14.76423,16.72403,19.10051,65.82212,13.04814,2.082978,NaN,NaN,4.06117E+18,0.083480448,51,20.6073,0.037723,14.5126,0.007471,17.6969,0.004624,11.6149,0.008984,12.8473,0.13068,67,0.08592044,67,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001hif
AWI0003pxg,227.8795417,-61.13602778,161441,227.8795769,-61.1360471,0.092669668,J151131.09-610809.7,AWI0003pxg,0.533333333,319.0331191,-2.7221602,6.746,0.073,6.815,0.021,5.662,0.015,4.658,0.029,8.752,0.029,7.587,0.065,6.973,0.027,1.165,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.87613E+18,13.95229,0.055875776,0.155208477,0.360004668,17896.84306,49712.80833,16.26388215,,,-4.310568586,0.163641166,-4.24320095,0.211252354,300,5598.275,13,193.1455,13.95229,31.31445,17.77529,73.86128,12.30772,1.959215,NaN,NaN,5.87613E+18,0.02494803,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454953744,3,3.6,-2.9,3.7,ucac4,NaN,NaN,,15.60537706,0,https://talk.diskdetective.org/#/subjects/AWI0003pxg
AWI0001zr8,275.25375,-6.554611111,97605,275.253769,-6.5546334,0.105147775,J182100.90-063316.6,AWI0001zr8,0.666666667,23.6151323,3.7254276,8.075,0.022,8.154,0.018,7.219,0.015,6.301,0.05,10.051,0.023,8.77,0.047,8.281,0.029,1.281,0.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.16086E+18,14.43323,0.040959653,0.115802825,0.353701677,24414.26906,69025.0305,16.93821863,,,-4.454121608,0.236912317,-6.576230842,0.20914159,129,1058.095,10,119.7725,14.43323,15.32883,17.35403,41.31495,12.94083,1.733928,NaN,NaN,4.16086E+18,0.084499586,15,18.5175,0.005815,14.1446,0.029623,16.0392,0.01358,11.975,-999,12.505,-999,54,0.071454673,53,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001zr8
AWI0005mhp,321.2582917,61.99336111,299206,321.2583294,61.9933773,0.086402121,J212501.99+615936.1,AWI0005mhp,1,101.103422,8.2218397,6.387,0.076,6.009,0.037,5.438,0.015,4.895,0.027,8.11,0.037,7.058,0.034,6.559,0.024,1.052,0.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.19289E+18,13.41127,0.029067972,0.082272965,0.35331134,34402.12528,97370.56642,17.68292637,,,-1.05779085,0.166614168,-2.681823386,0.166739659,239,4474.308,17,41.21488,13.41127,5.237539,16.39765,12.99374,11.26895,3.111265,NaN,NaN,2.19289E+18,0.048518979,6,18.7849,0.095653,12.043,-999,15.3659,0.002414,10.088,-999,10.751,-999,84,0.095777343,34,427106313,1,3.6,0.5,3.7,ucac4,NaN,NaN,,0.062227289,1,https://talk.diskdetective.org/#/subjects/AWI0005mhp
AWI00055of,345.2369167,60.19572222,171869,345.2369549,60.1957235,0.068566887,J230056.86+601144.6,AWI00055of,0.733333333,109.6082925,0.213849,6.193,0.084,5.916,0.041,5.345,0.015,4.814,0.027,8.8,0.02,7.414,0.021,6.702,0.018,1.386,0.712,15.029,0.858,15.887,15.439,14.768,14.599,0.034,0.059,0.048,0.025,0.04,0,58405493,13.44362193,1,2.0144E+18,14.52325,0.047422851,0.134250245,0.353242196,21086.88047,59695.24795,16.62006168,,,0.127577034,0.226301466,-0.215595398,0.189623323,256,6582.477,17,44.14475,14.52325,6.346433,19.08838,15.18176,12.77039,2.151687,NaN,NaN,2.0144E+18,0.052442375,5,21.0805,0.09251,15.0192,0.07366,18.7489,0.039551,11.35,-999,12.267,-999,66,0.085820355,52,434632658,0.6,3.3,1.6,4,ucac4,NaN,NaN,,13.24589861,0,https://talk.diskdetective.org/#/subjects/AWI00055of
AWI0005dtm,245.804875,44.14116667,297003,245.8048888,44.1411752,0.04706123,J162313.17+440828.2,AWI0005dtm,0.933333333,69.3575709,44.6209521,7.162,0.03,6.868,0.02,6.447,0.015,6.148,0.038,8.726,0.029,7.926,0.023,7.587,0.021,0.8,0.339,10.554,1.736,12.291,11.45,99.999,99.999,0.067,0.167,0.153,0.103,9.999,9.999,52833897,0.16663232,0,1.38252E+18,11.77213,0.012231234,0.035152615,0.34794662,81757.90223,234972.5433,19.5626487,,,-6.259698363,0.063266719,0.425166032,0.078744577,246,1525.148,18,31.19221,11.77213,5.200335,12.89162,11.98223,10.15351,2.153238,NaN,NaN,1.38252E+18,0.038453457,0,-999,-999,-999,-999,13.928,0.341086,8.76971,0.001,-999,-999,3,0.806514332,52,193554866,-7.78546,0.937666,1.24664,1.90256,tgas,0.0216717,0.499796,tgas,0.112416222,0,https://talk.diskdetective.org/#/subjects/AWI0005dtm
AWI0001nbk,284.8564583,9.252166667,7757,284.8564984,9.2521927,0.170442945,J185925.55+091507.8,AWI0001nbk,0.533333333,42.0761241,2.4475198,6.875,0.053,6.893,0.021,6.253,0.015,5.326,0.033,9.546,0.021,7.986,0.033,7.236,0.027,1.56,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.3108E+18,15.70608,0.067663942,0.195810169,0.345558876,14778.92024,42768.16853,15.84821353,,,-3.427841275,0.307111726,-5.60759771,0.277884695,212,3177.38,12,192.6183,15.70608,5.012329,20.58675,53.65573,13.93124,2.19272,NaN,NaN,4.3108E+18,0.042966373,4,21.6584,0.115697,15.6102,0.007107,19.4484,0.054693,12.385,0.0281,13.6945,0.033655,57,0.047087924,41,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001nbk
AWI0005pxl,267.338875,-45.20347222,349517,267.3388858,-45.203495,0.086454952,J174921.33-451212.5,AWI0005pxl,0.666666667,346.3476678,-8.9617182,8.036,0.025,7.714,0.021,6.679,0.016,5.923,0.046,9.84,0.026,8.958,0.023,8.573,0.036,0.882,0.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.95432E+18,14.1254,0.041711749,0.121272376,0.34395095,23974.06065,69701.97541,16.898708,,,-3.420726979,0.210191718,-5.141678254,0.179336158,158,2092.356,10,17.18307,14.1254,3.286245,16.64128,7.427682,12.49313,1.987958,NaN,NaN,5.95432E+18,0.052068132,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34359585,-7.2,2.9,-0.9,2.9,ucac4,NaN,NaN,,0.152252328,0,https://talk.diskdetective.org/#/subjects/AWI0005pxl
AWI0005i5g,260.3162083,-20.16152778,345549,260.3162235,-20.1615319,0.053359495,J172115.89-200941.5,AWI0005i5g,0.6,4.4261036,9.3889232,6.748,0.067,6.545,0.023,5.785,0.016,5.024,0.032,8.457,0.023,7.523,0.033,6.978,0.038,0.934,0.545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.12197E+18,13.25965,0.067694341,0.196897962,0.343804171,14772.2836,42967.14478,15.84723818,,,-1.434672932,0.284914763,-6.390864773,0.19365901,149,3144.5,9,54.00915,13.25965,8.743484,16.70579,15.76867,11.6079,1.98106,NaN,NaN,4.12197E+18,0.08114954,29,17.6431,0.058587,13.5239,0.001,16.1239,0.059799,10.84,0.093533,14.5321,0.007034,19,0.126202738,56,75802442,3,10,-28.2,10,ucac4,NaN,NaN,,0.103822358,0,https://talk.diskdetective.org/#/subjects/AWI0005i5g
AWI0001o93,290.4823333,18.97358333,4531,290.482344,18.9736054,0.087346416,J192155.76+185824.9,AWI0001o93,0.583333333,53.2234222,2.098198,7.148,0.042,7.109,0.021,6.442,0.016,5.561,0.032,9.558,0.025,8.105,0.02,7.563,0.017,1.453,0.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.51571E+18,14.6773,0.051039458,0.14864782,0.34335827,19592.68446,57061.92678,16.46046972,,,-3.347657821,0.221980829,-7.260191019,0.213113842,214,4288.936,12,197.377,14.6773,27.94809,18.82446,75.95398,13.03893,1.942577,NaN,NaN,4.51571E+18,0.06387039,3,19.9647,0.023246,14.2179,0.009794,17.1045,0.023442,11.748,-999,12.423,-999,77,0.048851355,43,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001o93
AWI000415i,303.572625,30.76911111,206345,303.5726536,30.7691112,0.088467499,J201417.43+304608.8,AWI000415i,0.7,69.3936279,-2.1317016,6.3,0.079,6.182,0.03,5.478,0.014,4.556,0.029,8.669,0.021,7.371,0.065,6.712,0.021,1.298,0.659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,2.05373E+18,14.18184,0.047837372,0.141249358,0.338673203,20904.15819,61723.68527,16.60116342,,,-2.073806628,0.210093481,-6.124714212,0.217112201,327,10446.24,17,124.2279,14.18184,21.21559,18.7909,40.41061,12.48123,2.050665,NaN,NaN,2.05373E+18,0.040315204,9,20.0727,0.093244,13.045,-999,17.5276,0.02582,10.864,-999,11.586,-999,67,0.042920061,36,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI000415i
AWI0001lue,277.872375,-3.991944444,9493,277.8723807,-3.9919476,0.023411094,J183129.37-035931.0,AWI0001lue,0.8,27.1002231,2.6042885,6.891,0.048,6.767,0.02,5.925,0.015,4.768,0.031,9.609,0.024,8.019,0.067,7.19,0.023,1.59,0.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.25788E+18,15.77983,0.110315137,0.328580387,0.335732568,9064.939084,27000.4758,14.78682445,,,-3.108592308,0.408709292,-7.544134367,0.392568292,122,2079.584,9,94.25974,15.77983,4.941128,21.8446,34.05985,13.96721,2.264641,NaN,NaN,4.25788E+18,0.068223523,0,21.9039,0.117708,15.5725,0.006661,19.7713,0.06668,12.5551,0.002835,13.8118,0.018488,50,0.056017915,32,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI0001lue
AWI0002vc6,49.08654167,55.99463889,144609,49.0865786,55.9946401,0.074488312,J031620.77+555940.7,AWI0002vc6,0.866666667,142.2379315,-1.3474561,6.82,0.066,6.734,0.021,6.162,0.017,5.53,0.041,9.099,0.021,7.733,0.029,7.161,0.024,1.366,0.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.47782E+17,13.92694,0.044358773,0.132216981,0.335499816,22543.455,67193.64342,16.76510238,,,-2.145668481,0.297942098,-0.563958895,0.215979846,245,5759.054,14,157.0875,13.92694,16.5938,17.57848,62.91599,12.35932,1.830361,NaN,NaN,4.47782E+17,0.01476458,1,18.2192,0.012867,13.175,-999,16.0854,0.012406,11.258,-999,11.883,-999,62,0.090418182,25,385333916,16.2,7.6,-4.1,7.2,ucac4,NaN,NaN,,0.163079459,0,https://talk.diskdetective.org/#/subjects/AWI0002vc6
AWI00042wc,153.025875,-60.37313889,209098,153.0259099,-60.3731534,0.081158339,J101206.21-602223.3,AWI00042wc,0.866666667,284.4380274,-3.3546272,7.681,0.026,7.771,0.019,6.637,0.016,5.642,0.032,9.421,0.027,8.339,0.034,7.881,0.024,1.082,0.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.25795E+18,13.14705,0.022672419,0.067595359,0.335413847,44106.45284,131498.6044,18.22251066,,,-4.762803172,0.135348016,1.91975117,0.13451254,204,2019.919,17,139.9015,13.14705,21.82823,15.41348,49.14721,11.75972,1.619721,NaN,NaN,5.25795E+18,0.055343113,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,376619117,1.8,4.6,0.2,4.6,ucac4,NaN,NaN,,0.096544119,3,https://talk.diskdetective.org/#/subjects/AWI00042wc
AWI00020s1,282.2227083,5.731222222,17048,282.2227111,5.7312398,0.064051313,J184853.45+054352.4,AWI00020s1,0.555555556,37.7482538,3.1745744,7.59,0.031,7.472,0.02,6.862,0.017,6.103,0.048,9.924,0.023,8.413,0.044,7.829,0.023,1.511,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.28533E+18,15.00165,0.059929358,0.181099747,0.330919057,16686.31269,50424.15164,16.11180189,,,-2.263122581,0.306251651,-4.014499471,0.300003019,145,3181.987,11,102.1765,15.00165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.28533E+18,0.023441192,7,20.6515,0.210157,14.8105,0.013452,17.876,0.096659,12.2251,0.007911,12.887,-999,74,0.010350313,32,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00020s1
AWI0003d75,147.3607917,-56.24158333,135029,147.3608331,-56.2416061,0.116566309,J094926.59-561429.7,AWI0003d75,0.6,279.56943,-1.8594947,6.836,0.044,6.802,0.021,6.075,0.015,5.447,0.035,9.305,0.027,7.927,0.044,7.278,0.021,1.378,0.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.3077E+18,14.8813,0.044871616,0.136413163,0.328939048,22285.8032,67750.55548,16.74014146,,,-5.141423027,0.242467927,2.734772981,0.213436464,233,5772.256,16,126.4374,14.8813,20.39803,19.30249,39.70309,13.16521,2.08196,NaN,NaN,5.3077E+18,0.049264737,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,444385708,-2.3,3.2,0.5,3.2,ucac4,NaN,NaN,,15.6098741,0,https://talk.diskdetective.org/#/subjects/AWI0003d75
AWI00032et,284.5174583,-0.033388889,121498,284.5174869,-0.0333927,0.103751148,J185804.19-000200.2,AWI00032et,0.533333333,33.6583319,-1.4907135,7.547,0.026,7.353,0.02,6.443,0.018,5.597,0.04,9.904,0.023,8.561,0.031,7.943,0.034,1.343,0.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,4.26584E+18,15.17546,0.120128266,0.367470118,0.326906216,8324.435509,25464.29251,14.60177397,,,-1.95716655,0.541880649,-4.769016977,0.473098526,132,6854.269,10,98.41639,15.17546,25.49568,18.05459,38.93182,13.42123,2.195164,NaN,NaN,4.26584E+18,0.071925707,21,19.4228,0.017858,14.7629,0.004712,16.9652,0.008987,12.9959,0,12.604,-999,76,0.193310197,56,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00032et
AWI000675y,321.1817917,33.98808333,377171,321.1818114,33.9880967,0.076059896,J212443.63+335917.1,AWI000675y,0.933333333,81.304231,-11.6936011,6.621,0.067,6.437,0.026,5.55,0.015,4.731,0.026,9.006,0.024,8.24,0.023,7.771,0.016,0.766,0.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1.85509E+18,13.5246,0.031651653,0.097357071,0.325108926,31593.92683,97179.51221,17.49801804,,,-2.519928008,0.106572093,-3.094088505,0.142084926,485,9425.948,16,42.89161,13.5246,5.200052,17.49035,9.020502,11.47622,2.829425,NaN,NaN,1.85509E+18,0.080301993,0,19.9193,0.038953,12.114,-999,13.342,-999,10.689,-999,11.14,-999,45,0.114582986,29,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI000675y
AWI00042f6,118.993125,-34.94044444,210944,118.9931298,-34.9404612,0.061960927,J075558.35-345625.6,AWI00042f6,0.6,250.857503,-3.3491827,8.479,0.023,8.472,0.02,7.695,0.019,6.948,0.074,10.846,0.026,9.426,0.024,8.826,0.025,1.42,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,5.54557E+18,15.93084,0.034122043,0.107818624,0.316476334,29306.56881,92602.71817,17.33482487,,,-0.574220881,0.178057791,1.479683998,0.197035971,281,2543.232,17,202.0051,15.93084,12.6507,19.92217,69.92796,14.29491,1.940756,NaN,NaN,5.54557E+18,0.026559751,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,https://talk.diskdetective.org/#/subjects/AWI00042f6
