Name,RA,DEC
AWI0003yoh,18:50:28.51,-05:46:30.7
AWI0001mvf,18:50:28.65,+05:16:47.0
AWI0005xsf,18:50:32.92,-35:12:10.0
AWI000660b,18:50:33.51,-30:41:55.7
AWI0001mvm,18:50:36.82,+06:07:28.9
AWI0001mvu,18:50:43.91,+05:07:21.3
AWI00020up,18:51:19.94,+07:54:53.6
AWI0005ub2,18:51:20.41,-21:15:17.9
AWI000660z,18:51:20.68,-23:28:09.3
AWI0001mwv,18:51:21.94,+04:45:56.2
AWI00020v5,18:51:39.00,+08:40:43.7
AWI0001mxi,18:51:40.66,+06:39:08.9
AWI0004wo3,18:51:57.89,-14:55:07.0
AWI0001myc,18:52:07.27,+06:17:15.8
AWI0001myd,18:52:07.39,+05:27:03.1
AWI0002b6k,18:52:11.39,+10:24:22.6
AWI0001myt,18:52:21.52,+06:30:12.9
AWI0001myu,18:52:23.67,+05:10:29.3
AWI0001mz6,18:52:36.98,+05:57:59.1
AWI0006626,18:52:48.76,-29:40:53.2
AWI0006627,18:52:48.83,-21:44:45.2
AWI0006628,18:52:51.11,-24:06:04.7
AWI00020wq,18:52:53.02,+07:27:24.2
AWI000662l,18:53:16.65,-24:22:58.7
AWI00020xk,18:53:24.61,+08:56:55.8
AWI000662w,18:53:30.66,-26:49:31.9
AWI0004cb6,18:53:42.65,-05:57:19.6
AWI0001n19,18:53:50.30,+06:26:24.6
AWI000663a,18:53:57.55,-24:22:16.4
AWI00020yc,18:54:13.54,+08:55:41.2
AWI0004ccb,18:54:39.65,-06:49:16.5
AWI00020z3,18:54:42.90,+08:48:20.0
AWI0003ywy,18:54:56.98,-03:30:35.5
AWI0004ccs,18:54:57.85,-05:30:41.5
AWI00020zq,18:55:13.06,+09:46:15.4
AWI0004cde,18:55:38.02,-04:36:09.2
AWI0005xtx,18:55:42.33,-34:12:37.3
AWI0006650,18:55:44.60,-24:21:46.2
AWI0005ugq,18:55:55.54,-13:57:19.1
AWI0001n5y,18:56:26.29,+08:07:55.9
AWI0003yz6,18:56:27.75,-03:23:47.3
AWI0001n63,18:56:30.94,+08:44:14.6
AWI000212f,18:57:35.07,+10:15:07.5
AWI00032et,18:58:04.19,-00:02:00.2
AWI0001n9s,18:58:37.04,+07:55:00.9
AWI00032fq,18:58:44.01,+00:17:55.4
AWI0005ukd,18:59:05.34,-17:19:16.0
AWI0004m10,18:59:12.07,-05:36:28.1
AWI000214k,18:59:24.80,+11:52:21.1
AWI0001nbk,18:59:25.55,+09:15:07.8
AWI0001nbx,18:59:32.81,+08:39:05.8
AWI0003z49,18:59:34.35,-00:46:14.6
AWI000667n,18:59:58.82,-26:40:30.7
AWI0002165,19:00:51.02,+11:53:53.5
AWI0002168,19:00:53.60,+12:38:08.1
AWI00059td,19:02:11.80,+29:35:49.7
AWI0005lor,19:02:36.94,+22:45:36.8
AWI0002bdr,19:03:03.27,+14:25:38.1
AWI0003zcj,19:03:04.91,-00:52:33.8
AWI0002bdw,19:03:13.43,+16:28:35.3
AWI000218s,19:03:39.43,+13:26:11.2
AWI0001nik,19:03:45.39,+12:30:26.1
AWI0001niy,19:04:00.35,+10:38:54.2
AWI0003zf6,19:04:26.84,+00:31:09.7
AWI00017j2,19:05:15.63,+09:06:20.4
AWI00021ap,19:05:28.51,+13:38:57.7
AWI0005crw,19:06:11.33,+55:50:20.8
AWI00017kt,19:06:12.84,+09:21:15.9
AWI0001nnj,19:06:35.36,+13:11:59.2
AWI0001nnz,19:06:47.04,+12:51:44.0
AWI0005z46,19:06:50.05,-52:29:42.8
AWI0003zim,19:07:06.27,+02:40:36.9
AWI0001nop,19:07:09.64,+12:40:05.3
AWI0004m70,19:07:22.46,-01:01:03.8
AWI0002mxz,19:07:27.65,+22:09:23.3
AWI0001np0,19:07:28.03,+13:48:28.6
AWI0002bgi,19:08:08.65,+18:28:12.5
AWI0001nqf,19:08:27.54,+14:29:53.6
AWI0005lr3,19:08:40.45,+24:07:28.0
AWI0002mz3,19:09:14.99,+21:27:34.6
AWI0002bh4,19:09:19.61,+18:14:14.3
AWI0005xxy,19:10:21.11,-30:09:04.5
AWI0003zna,19:10:22.32,+04:38:42.7
AWI0001nt7,19:10:38.90,+13:39:39.6
AWI0001nta,19:10:43.61,+15:32:08.0
AWI0003k7p,19:10:56.89,+05:09:28.1
AWI0003zo8,19:10:59.03,+04:06:12.2
AWI0001nu0,19:11:09.34,+13:59:43.3
AWI0002bia,19:11:25.59,+19:43:10.0
AWI0001nuj,19:11:30.81,+15:03:46.0
AWI00021hc,19:12:16.66,+18:26:46.9
AWI00021hd,19:12:22.26,+18:20:26.7
AWI0001nvf,19:12:27.65,+16:01:43.3
AWI0003k99,19:12:33.55,+06:51:29.5
AWI0001nvx,19:12:52.17,+14:47:11.7
AWI0004mbn,19:13:24.12,+00:35:57.0
AWI0002bjo,19:13:44.93,+19:38:18.1
AWI0002n1h,19:13:45.21,+22:22:55.2
AWI0002bjx,19:14:20.37,+20:04:33.8
AWI00066dt,19:14:26.68,-18:49:27.2
AWI0002bk5,19:14:33.66,+20:33:40.8
AWI0005z4s,19:14:36.03,-37:36:15.5
AWI00021j5,19:14:37.21,+19:31:06.7
AWI0002bk9,19:14:41.65,+21:15:35.0
AWI00021jf,19:14:52.09,+18:41:19.3
AWI0003kbp,19:15:03.47,+08:04:16.8
AWI00059v8,19:15:20.61,+39:58:48.9
AWI0001o0b,19:15:51.64,+17:54:12.8
AWI0002n2p,19:16:24.87,+24:11:56.3
AWI0003zwv,19:16:58.20,+06:53:22.7
AWI0005xyk,19:16:59.77,-24:36:26.9
AWI00066f5,19:17:01.14,-10:17:34.8
AWI0005ltf,19:17:03.19,+28:51:03.0
AWI0001o26,19:17:03.88,+16:49:33.4
AWI0001o27,19:17:07.46,+17:03:22.4
AWI0003zxl,19:17:29.74,+07:48:14.6
AWI00021ln,19:17:41.05,+20:24:57.9
AWI0001o3i,19:17:58.44,+18:56:26.8
AWI0003kei,19:18:06.78,+08:31:52.2
AWI0001o3u,19:18:10.65,+17:58:48.3
AWI0004d0u,19:18:29.26,+06:17:31.7
AWI0002n3f,19:18:34.47,+24:11:45.6
AWI0003zz5,19:18:43.03,+07:18:47.6
AWI00021mi,19:18:51.04,+20:36:32.4
AWI0002blw,19:18:56.85,+22:25:22.4
AWI00021ms,19:19:12.23,+19:41:33.3
AWI0003zzw,19:19:16.29,+07:17:10.3
AWI0001o5o,19:19:23.96,+17:56:58.4
AWI0002bm8,19:19:27.48,+22:57:37.1
AWI000400k,19:19:45.59,+07:14:21.6
AWI0002bmh,19:19:52.93,+22:10:40.4
AWI00021nk,19:20:10.96,+21:17:23.2
AWI0001o6v,19:20:12.95,+20:03:02.2
AWI0004019,19:20:17.85,+08:15:30.0
AWI00021nq,19:20:21.33,+21:06:51.3
AWI0001o7i,19:20:33.99,+18:15:37.9
AWI0002bn4,19:20:43.87,+23:18:53.3
AWI0001o7s,19:20:54.72,+18:40:56.9
AWI0002bn7,19:21:01.08,+23:19:34.3
AWI0001o8b,19:21:16.05,+19:59:48.7
AWI000184t,19:21:35.90,+16:56:41.0
AWI0001o93,19:21:55.76,+18:58:24.9
AWI0001o98,19:21:59.17,+20:19:50.4
AWI0001o9e,19:22:06.10,+19:50:36.3
AWI0004042,19:22:12.53,+09:50:47.9
AWI0004mfx,19:22:26.25,+05:21:23.2
AWI0003ki3,19:22:39.97,+11:04:05.9
AWI00033aa,19:23:46.41,+12:14:17.9
AWI00021q3,19:23:50.21,+23:29:36.6
AWI0004xf6,19:24:00.79,+01:21:25.0
AWI0005v2i,19:24:10.80,-03:28:10.7
AWI0004077,19:24:29.64,+09:27:52.3
AWI0001ocb,19:24:58.71,+21:45:47.1
AWI00066j9,19:25:06.74,-07:10:05.0
AWI0004d7c,19:25:13.49,+08:36:02.2
AWI0005v32,19:25:19.64,+00:18:52.2
AWI00021r6,19:25:25.62,+23:45:31.9
AWI00066ji,19:25:38.89,-13:35:13.6
AWI0004d7x,19:25:47.77,+09:44:58.8
AWI00021rk,19:25:50.24,+22:41:12.2
AWI0004d8c,19:26:11.27,+09:08:56.3
AWI00066k0,19:26:31.71,-15:02:48.0
AWI0004xge,19:26:40.58,+03:59:40.1
AWI0001oeh,19:27:02.97,+21:33:22.1
AWI00040a4,19:27:13.73,+11:53:28.4
AWI0001ofb,19:27:46.65,+21:44:09.2
AWI0001ofz,19:28:32.52,+21:49:36.4
AWI0001og3,19:28:35.01,+23:31:53.7
AWI00018cj,19:28:58.74,+20:13:20.5
AWI0004xib,19:29:54.09,+06:16:28.9
AWI00021u5,19:30:00.83,+26:26:26.5
AWI0005z6n,19:30:28.33,-40:28:05.9
AWI00066md,19:31:58.65,-13:30:02.6
AWI00040es,19:32:17.50,+14:49:51.6
AWI0003kp9,19:32:51.71,+16:07:32.6
AWI00059y8,19:33:14.20,+48:41:50.7
AWI0004xkl,19:33:35.00,+06:29:24.9
AWI00040gg,19:34:00.79,+14:05:27.7
AWI0005v9n,19:35:52.32,+04:03:28.0
AWI0001onp,19:36:12.43,+26:03:31.1
AWI00021y8,19:37:04.97,+27:32:40.6
AWI0001ook,19:37:11.95,+26:32:12.9
AWI0001ool,19:37:13.00,+26:24:14.6
AWI0001oon,19:37:14.31,+27:19:20.2
AWI00021yx,19:38:11.23,+28:23:32.5
AWI0003ksp,19:39:18.30,+18:37:13.1
AWI00066pc,19:39:18.70,-01:53:52.6
AWI000220g,19:40:51.59,+30:25:25.2
AWI0001os1,19:41:03.03,+27:25:13.1
AWI00018mn,19:41:12.96,+25:28:56.6
AWI0004xoq,19:43:15.86,+11:25:18.7
AWI0001ouk,19:43:57.38,+29:50:37.1
AWI0005z8d,19:44:10.59,-21:07:38.6
AWI00040pc,19:44:40.41,+19:40:04.2
AWI0001ovv,19:46:01.64,+30:25:02.0
AWI000224g,19:48:11.15,+32:20:00.1
AWI00018qo,19:48:17.90,+27:51:30.3
AWI0002bx6,19:48:45.75,+34:22:01.7
AWI00018r0,19:48:58.47,+27:55:41.8
AWI0005y5q,19:49:46.11,-09:09:49.3
AWI0002254,19:49:49.33,+32:40:05.9
AWI00066t4,19:49:53.07,-03:10:06.3
AWI0001oz3,19:50:26.27,+32:05:12.0
AWI0003kxf,19:50:27.37,+23:07:15.6
AWI000225p,19:51:07.12,+33:06:01.2
AWI00018ry,19:51:36.63,+29:03:01.6
AWI00018s2,19:51:42.66,+29:40:23.3
AWI0002byj,19:52:46.04,+35:44:11.7
AWI00040ug,19:53:50.23,+23:18:23.2
AWI0005y6h,19:54:04.46,-09:51:24.1
AWI0005zs6,19:54:28.42,-39:59:36.1
AWI000227n,19:54:28.60,+35:08:17.1
AWI0003kzc,19:54:52.93,+25:04:48.6
AWI000227u,19:55:08.40,+34:59:21.2
AWI0002uc0,19:55:13.02,+27:36:11.6
AWI0004xuh,19:55:34.87,+17:57:55.1
AWI00040vq,19:56:03.24,+24:12:05.2
AWI0003kzt,19:56:15.60,+25:02:43.9
AWI0003buv,19:56:19.36,+26:43:33.0
AWI0004xuq,19:56:39.49,+15:38:47.6
AWI00066vk,19:56:40.08,+04:32:45.7
AWI00066vl,19:56:46.30,+00:00:51.1
AWI00033wh,19:57:23.27,+26:34:52.5
AWI00040wu,19:57:58.48,+24:18:19.1
AWI00040x6,19:58:35.05,+25:21:06.2
AWI0003l0q,19:59:00.23,+26:41:14.9
AWI0004dpk,19:59:00.50,+23:25:33.7
AWI00018v8,19:59:24.05,+32:30:54.9
AWI00066wh,20:00:19.62,+09:54:24.7
AWI00033xu,20:00:38.58,+28:06:51.1
AWI0003l18,20:00:52.84,+26:50:07.3
AWI0001p6i,20:00:58.91,+34:56:51.1
AWI0004109,20:04:38.97,+26:49:41.8
AWI0004dru,20:05:12.66,+24:48:38.0
AWI0004mw1,20:05:57.54,+24:05:37.2
AWI0004dsc,20:06:39.96,+26:03:44.7
AWI00022em,20:07:12.80,+38:07:17.4
AWI0005y8g,20:08:28.99,+00:49:05.9
AWI0002c5b,20:08:34.37,+41:07:04.3
AWI0003l3v,20:08:38.95,+29:27:49.9
AWI00022f9,20:08:42.33,+39:09:18.8
AWI0004132,20:09:39.71,+27:45:27.3
AWI0005a2d,20:09:46.35,+60:15:21.0
AWI0004mwu,20:09:47.06,+25:50:21.7
AWI00022g1,20:10:20.06,+39:44:47.9
AWI00061yb,20:10:25.15,-39:31:32.7
AWI0004mwx,20:10:44.23,+26:09:41.8
AWI0004mx1,20:11:17.75,+26:04:23.5
AWI0002nqv,20:11:35.38,+45:57:13.2
AWI000414f,20:12:28.07,+28:53:57.9
AWI0005byq,20:12:36.50,+67:10:15.1
AWI0001pey,20:12:53.92,+38:39:30.1
AWI0002nsh,20:13:44.10,+45:24:27.6
AWI000344t,20:14:15.66,+32:44:48.1
AWI000415i,20:14:17.43,+30:46:08.8
AWI0002c7c,20:14:43.80,+42:56:04.9
AWI0004y0q,20:17:30.80,+25:42:58.7
AWI0004dw8,20:18:30.71,+29:30:04.7
AWI0002c8l,20:18:45.91,+44:34:37.5
AWI0001951,20:19:26.14,+38:12:03.9
AWI0004dwv,20:21:52.87,+30:26:19.6
AWI0005586,20:22:49.80,+38:01:06.3
AWI0002upj,20:24:08.75,+37:31:35.6
AWI0005ztp,20:24:49.39,-19:33:10.6
AWI0003c7g,20:25:00.20,+36:37:34.5
AWI0006713,20:25:01.83,+11:28:54.3
AWI0004190,20:25:10.87,+34:10:15.3
AWI000419h,20:26:18.53,+33:42:36.6
AWI0003la3,20:26:30.87,+34:47:52.7
AWI000671e,20:26:40.23,+12:29:56.8
AWI000559p,20:27:10.21,+38:54:01.5
AWI0002o0h,20:27:21.81,+49:22:18.1
AWI0002ccf,20:27:38.65,+46:21:05.3
AWI0004dyu,20:28:20.05,+32:58:54.9
AWI0002o11,20:28:44.57,+49:52:56.9
AWI0004y36,20:28:59.42,+30:08:14.4
AWI0003lap,20:29:36.77,+36:16:17.2
AWI0002o2h,20:31:59.77,+49:31:18.1
AWI00041cn,20:32:23.09,+36:10:24.1
AWI00022n5,20:34:06.01,+46:08:27.4
AWI0004y4e,20:34:37.11,+30:03:12.8
AWI00022nf,20:35:06.30,+45:31:47.3
AWI0002o3w,20:35:46.36,+50:50:43.4
AWI0005bzl,20:36:38.39,+68:17:39.8
AWI00041fg,20:37:48.36,+37:14:24.2
AWI0004y50,20:37:48.74,+32:20:18.2
AWI0002cft,20:38:36.26,+48:58:07.0
AWI00022pa,20:39:31.76,+47:25:58.5
AWI00041gb,20:40:12.74,+38:20:50.4
AWI0001po3,20:40:15.96,+46:14:01.6
AWI0001poa,20:40:42.68,+46:27:22.1
AWI0004e27,20:41:01.47,+36:38:00.9
AWI0004e29,20:41:22.68,+36:39:37.5
AWI0002cgh,20:41:32.01,+48:58:17.0
AWI0002cgm,20:42:04.41,+49:18:17.5
AWI00022pw,20:42:28.58,+47:46:50.4
AWI00041h5,20:42:29.05,+38:08:22.6
AWI00041hk,20:43:58.45,+37:55:18.7
AWI0005zc6,20:45:20.75,+07:33:42.2
AWI00022r4,20:45:39.80,+48:19:52.8
AWI0002o7f,20:46:41.20,+52:13:31.8
AWI0005a4l,20:47:16.66,+60:35:27.0
AWI00022rq,20:48:15.60,+49:28:38.8
AWI0001pra,20:48:48.35,+47:46:39.5
AWI0006740,20:49:31.01,+23:34:59.4
AWI0003leo,20:50:08.78,+41:13:49.3
AWI00022se,20:50:27.42,+50:04:31.9
AWI0002cid,20:50:55.38,+51:01:54.0
AWI0002cif,20:51:06.97,+51:27:21.5
AWI0004e59,20:53:02.51,+38:36:41.4
AWI00041k5,20:54:34.65,+41:42:01.4
AWI0003lff,20:55:33.24,+42:48:29.5
AWI00019bk,20:56:09.52,+47:12:16.1
AWI00022ub,20:56:13.51,+51:00:52.0
AWI0002uvb,20:57:38.16,+45:28:22.1
AWI000674l,20:57:53.64,+24:48:22.3
AWI000674o,20:58:24.97,+23:30:52.8
AWI0001puf,20:59:33.72,+49:46:23.7
AWI0005mea,21:00:38.16,+57:36:13.8
AWI00019c9,21:02:06.45,+48:18:01.3
AWI00022w1,21:02:28.96,+51:25:53.2
AWI0002ckh,21:03:41.16,+53:51:23.3
AWI00034ev,21:03:59.42,+44:39:38.7
AWI0001pwe,21:04:31.93,+51:08:55.3
AWI00022wn,21:04:32.49,+51:36:15.8
AWI00034ez,21:04:50.88,+44:49:47.9
AWI0004n4l,21:07:25.44,+40:21:02.1
AWI0005zuy,21:07:34.65,+01:22:27.4
AWI0003lh4,21:07:53.35,+44:47:52.0
AWI00022xg,21:08:01.53,+52:30:19.1
AWI0002o9g,21:08:05.95,+57:02:09.1
AWI0002o9q,21:09:52.58,+56:51:44.6
AWI00041nk,21:10:25.80,+44:14:57.8
AWI0005zdc,21:12:50.20,+16:29:02.6
AWI0004e7v,21:13:24.90,+44:01:24.7
AWI0004n54,21:14:26.28,+42:40:33.5
AWI0004y96,21:15:54.87,+41:10:20.1
AWI00022z7,21:19:17.81,+54:24:53.3
AWI0001q09,21:20:38.05,+53:14:28.1
AWI0002ob6,21:20:39.31,+57:16:37.7
AWI0005a6v,21:20:57.78,+67:59:30.7
AWI00055i2,21:21:50.39,+50:37:27.2
AWI000675y,21:24:43.63,+33:59:17.1
AWI0005mhp,21:25:01.99,+61:59:36.1
AWI0002cms,21:26:45.14,+57:01:17.2
AWI0005mhx,21:27:27.31,+62:53:23.3
AWI00055in,21:27:38.30,+51:29:33.8
AWI0001q16,21:27:42.22,+53:49:49.4
AWI0002304,21:28:51.65,+56:26:48.3
AWI000230p,21:33:43.17,+56:30:21.1
AWI000676m,21:36:15.35,+36:50:03.4
AWI000676v,21:42:17.20,+39:18:57.6
AWI000232v,21:42:28.70,+58:13:26.7
AWI0004yb0,21:45:02.02,+45:02:10.2
AWI0002348,21:48:01.30,+58:11:11.1
AWI0001q4v,21:51:26.39,+57:24:55.4
AWI0001q4z,21:52:17.48,+57:03:47.8
AWI0005a9q,21:52:56.86,+71:17:07.9
AWI00034hg,21:52:58.43,+52:28:30.9
AWI0003lje,21:56:22.44,+52:22:26.4
AWI000623h,21:59:59.89,+13:45:31.2
AWI00019hj,22:00:30.17,+56:31:59.6
AWI0005yew,22:03:42.51,+35:43:47.5
AWI0001q70,22:06:42.42,+58:19:49.5
AWI000236a,22:09:46.87,+60:50:43.2
AWI0005zec,22:13:48.50,+28:50:31.0
AWI00062g7,22:17:30.88,-02:07:35.7
AWI0002oi3,22:20:08.81,+64:11:44.5
AWI00041sy,22:21:25.19,+54:04:29.0
AWI00019in,22:23:39.30,+58:40:58.4
AWI0002v2r,22:24:47.50,+57:10:20.4
AWI0001q8v,22:29:44.29,+60:11:18.0
AWI0005mnb,22:31:13.69,+66:14:47.1
AWI0004ycp,22:31:58.92,+50:17:36.8
AWI0002omv,22:33:38.16,+65:19:15.1
AWI00055ms,22:38:24.11,+58:39:41.9
AWI0001q9h,22:38:58.19,+61:35:24.2
AWI0001q9t,22:40:50.28,+61:35:23.8
AWI0002ool,22:42:08.91,+65:08:10.3
AWI0001qa9,22:44:17.29,+61:26:24.8
AWI0005w3b,22:49:49.53,+48:37:54.0
AWI00055of,23:00:56.86,+60:11:44.6
AWI0002oqm,23:02:13.40,+65:46:12.2
AWI0002cy5,23:02:29.58,+64:31:03.7
AWI0002or2,23:05:42.65,+67:41:28.5
AWI00023g1,23:05:43.13,+63:36:21.6
AWI0005mpn,23:07:54.80,+68:06:47.4
AWI0002cyt,23:07:57.32,+64:55:37.3
AWI00041wp,23:20:02.63,+58:25:44.8
AWI0002czr,23:24:24.02,+65:54:57.6
AWI0001qie,23:30:53.84,+64:03:33.7
AWI0003cni,23:32:43.99,+60:36:29.9
AWI0002osr,23:33:24.77,+68:36:13.5
AWI0001qio,23:33:59.08,+63:51:06.6
AWI00023ip,23:34:24.75,+64:51:15.7
AWI0005mqf,23:35:59.36,+69:06:32.9
AWI0002d0h,23:42:19.51,+66:16:02.0
AWI0002d0n,23:46:15.58,+66:15:11.6
AWI0002oth,23:47:58.53,+67:17:45.8
AWI0005ady,23:49:25.29,+76:28:19.4
AWI0001qkw,23:50:30.08,+64:19:21.8
AWI0005yi6,23:50:51.90,+43:04:45.0
AWI0001qkx,23:50:57.60,+64:55:38.5
AWI0004219,23:53:53.86,+59:09:48.6
AWI00009l2,23:56:29.68,-54:12:00.4
AWI0003lq8,23:57:34.81,+60:21:12.4
AWI0001qlk,23:57:39.68,+64:28:47.2
AWI0001qlr,23:58:54.48,+64:53:25.8
